poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,days before election,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,party,answer,candidate_id,candidate_name,pct,error,Two party %,,Actual 2 party
56615,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Fox News/Beacon Research/Shaw & Co. Research,A,Live Phone,Arizona,10/27/2018,10/29/2018,8,,,,91157,643,lv,,lv,,https://www.foxnews.com/politics/fox-news-arizona-senate-poll-10-31-2018,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,46,0.012,0.5,51.2,0.512
56615,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Fox News/Beacon Research/Shaw & Co. Research,A,Live Phone,Arizona,10/27/2018,10/29/2018,8,,,,91158,710,rv,,rv,,https://www.foxnews.com/politics/fox-news-arizona-senate-poll-10-31-2018,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,45,0.006382022472,0.5056179775,51.2,0.512
56600,1361,SSRS,143,CNN,SSRS,297,SSRS,C,Live Phone,Arizona,10/24/2018,10/29/2018,8,,,,91125,867,rv,,rv,,http://cdn.cnn.com/cnn/2018/images/10/31/rel2_az.pdf,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,48,-0.004129032258,0.5161290323,51.2,0.512
56600,1361,SSRS,143,CNN,SSRS,297,SSRS,C,Live Phone,Arizona,10/24/2018,10/29/2018,8,,,,91126,702,lv,,lv,,http://cdn.cnn.com/cnn/2018/images/10/31/rel2_az.pdf,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,51,-0.008408163265,0.5204081633,51.2,0.512
56522,1337,HighGround,,,HighGround,416,HighGround Inc.,B/C,Live Phone,Arizona,10/26/2018,10/28/2018,9,,,,90927,400,lv,,lv,,http://www.azhighground.com/blog/post/breaking--senate-dead-heat-and-dominant-ducey,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,45.3,0.01853594771,0.4934640523,51.2,0.512
56539,1205,Marist,132,NBC News,Marist College,183,Marist College,A,Live Phone,Arizona,10/23/2018,10/27/2018,10,,,,90963,506,lv,,lv,,https://www.nbcnews.com/politics/first-read/poll-sinema-leads-mcsally-arizona-senate-race-n925876,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,50,-0.01991489362,0.5319148936,51.2,0.512
56539,1205,Marist,132,NBC News,Marist College,183,Marist College,A,Live Phone,Arizona,10/23/2018,10/27/2018,10,,,,90964,793,rv,,rv,,https://www.nbcnews.com/politics/first-read/poll-sinema-leads-mcsally-arizona-senate-race-n925876,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,49,-0.02060869565,0.5326086957,51.2,0.512
56539,1205,Marist,132,NBC News,Marist College,183,Marist College,A,Live Phone,Arizona,10/23/2018,10/27/2018,10,,,,90965,506,lv,,lv,,https://www.nbcnews.com/politics/first-read/poll-sinema-leads-mcsally-arizona-senate-race-n925876,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,47,-0.004483516484,0.5164835165,51.2,0.512
56539,1205,Marist,132,NBC News,Marist College,183,Marist College,A,Live Phone,Arizona,10/23/2018,10/27/2018,10,,,,90966,793,rv,,rv,,https://www.nbcnews.com/politics/first-read/poll-sinema-leads-mcsally-arizona-senate-race-n925876,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,45,0.0006363636364,0.5113636364,51.2,0.512
56497,568,YouGov,133,CBS News,YouGov,391,YouGov,B+,Online,Arizona,10/23/2018,10/26/2018,11,,,,90884,972,lv,,lv,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/k1oa1jks0d/cbs_20181028_AZ_final.pdf,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,47,-0.004483516484,0.5164835165,51.2,0.512
56586,241,Ipsos,"711,027",Reuters | U. Virginia Center for Politics,Ipsos,154,Ipsos,B-,Online,Arizona,10/17/2018,10/26/2018,11,,,,91086,799,lv,,lv,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/october_2018_state_topline_-_arizona_october.pdf,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,46,0.02263829787,0.4893617021,51.2,0.512
56586,241,Ipsos,"711,027",Reuters | U. Virginia Center for Politics,Ipsos,154,Ipsos,B-,Online,Arizona,10/17/2018,10/26/2018,11,,,,91094,2001,a,,a,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/october_2018_state_topline_-_arizona_october.pdf,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,38,-0.01577777778,0.5277777778,51.2,0.512
56625,1293,OH Predictive Insights / MBQF,,,OH Predictive Insights,235,OH Predictive Insights,B/C,Live Phone,Arizona,10/22/2018,10/23/2018,14,,,,91182,600,lv,,lv,,https://ohpredictiveinsights.cmail20.com/t/ViewEmail/i/D0C41D836413B9DA2540EF23F30FEDED,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,45,0.04808247423,0.4639175258,51.2,0.512
56263,1424,Siena College/NYT Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,Arizona,10/15/2018,10/19/2018,18,,,,90409,606,lv,,lv,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-azsen-3.html,538|NytSiena,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,45.86,0.02157116886,0.4904288311,51.2,0.512
56263,1424,Siena College/NYT Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,Arizona,10/15/2018,10/19/2018,18,,,,90410,606,rv,,rv,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-azsen-3.html,NytSiena,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,43.91,0.02039677564,0.4916032244,51.2,0.512
56316,1308,Data Orbital,,,Data Orbital,73,Data Orbital,A/B,Live Phone,Arizona,10/16/2018,10/17/2018,20,,,,90513,600,lv,,lv,,https://www.dataorbital.com/the-blog/new-survey-sinema-leads-mcsally-in-latest-survey,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,46.54,-0.01897547062,0.5309754706,51.2,0.512
56316,1308,Data Orbital,,,Data Orbital,73,Data Orbital,A/B,Live Phone,Arizona,10/16/2018,10/17/2018,20,,,,90514,600,lv,,lv,,https://www.dataorbital.com/the-blog/new-survey-sinema-leads-mcsally-in-latest-survey,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,47.94,-0.03451162791,0.5465116279,51.2,0.512
56162,1365,Change Research,,,Change Research,48,Change Research,B-,Online,Arizona,10/9/2018,10/10/2018,27,10441,David Garcia,DEM,90162,783,lv,,lv,,https://www.scribd.com/document/390683652/change,538,FALSE,DEM,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,43.7,0.01085321101,0.501146789,51.2,0.512
56162,1365,Change Research,,,Change Research,48,Change Research,B-,Online,Arizona,10/9/2018,10/10/2018,27,10441,David Garcia,DEM,136798,,,,,,,538,FALSE,DEM,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,43,0.012,0.5,51.2,0.512
56074,568,YouGov,133,CBS News,YouGov,391,YouGov,B+,Online,Arizona,10/2/2018,10/5/2018,32,,,,89933,898,lv,,lv,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/d9wp5yc52h/cbs_20181007_AZ_final.pdf,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,47,-0.004483516484,0.5164835165,51.2,0.512
56125,1293,OH Predictive Insights / MBQF,1081,KNXV-TV,OH Predictive Insights,235,OH Predictive Insights,B/C,IVR/Live Phone,Arizona,10/1/2018,10/2/2018,35,,,,90083,600,lv,,lv,,https://www.abc15.com/news/state/poll-martha-mcsally-gaining-in-senate-race-against-kyrsten-sinema,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,41,0.04609090909,0.4659090909,51.2,0.512
56016,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Fox News/Beacon Research/Shaw & Co. Research,A,Live Phone,Arizona,9/29/2018,10/2/2018,35,,,,89829,716,lv,,lv,,https://www.foxnews.com/politics/fox-news-poll-republicans-make-gains-in-top-senate-races,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,47,0.001130434783,0.5108695652,51.2,0.512
56016,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Fox News/Beacon Research/Shaw & Co. Research,A,Live Phone,Arizona,9/29/2018,10/2/2018,35,,,,89834,806,rv,,rv,,https://www.foxnews.com/politics/fox-news-poll-republicans-make-gains-in-top-senate-races,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,45,0.006382022472,0.5056179775,51.2,0.512
56027,537,Vox Populi Polling,,,Vox Populi Polling,372,Vox Populi Polling,A/B,Online,Arizona,9/29/2018,10/1/2018,36,,,,89853,702,lv,,lv,,https://voxpoppolling.com/wp-content/uploads/2018/10/AZ-Statewide-Survey-Topline-Oct-2018.pdf,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,49,0.02685148515,0.4851485149,51.2,0.512
56007,458,Suffolk,743,The Arizona Republic,Suffolk University,323,Suffolk University,B+,Live Phone,Arizona,9/27/2018,9/30/2018,37,,,,89807,500,lv,,lv,,https://www.suffolk.edu/documents/SUPRC/10_3_2018_marginals.pdf,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,44.6,-0.005401392111,0.5174013921,51.2,0.512
56184,1379,Latino Decisions,501,Arizona State,Latino Decisions,482,Latino Decisions,B/C,Live Phone/Online,Arizona,9/10/2018,9/25/2018,42,,,,90216,463,lv,,lv,,https://spgs.clas.asu.edu/sites/default/files/az_slide_deck_firstrelease_version101118.pdf,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,47,-0.02209090909,0.5340909091,51.2,0.512
56184,1379,Latino Decisions,501,Arizona State,Latino Decisions,482,Latino Decisions,B/C,Live Phone/Online,Arizona,9/10/2018,9/25/2018,42,,,,90217,610,rv,,rv,,https://spgs.clas.asu.edu/sites/default/files/az_slide_deck_firstrelease_version101118.pdf,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,43,-0.0255,0.5375,51.2,0.512
55835,1102,Emerson College Polling Society,,,Emerson College,88,Emerson College,A-,IVR/Online,Arizona,9/19/2018,9/21/2018,46,,,,89398,650,rv,,rv,,https://www.emerson.edu/office-of-communications/media-relations/press-releases/emerson-e-poll-ariz-voters-dead-even-kavanaugh-nomination-democrats-lead-us-senate-race-republicans-lead-gov-race,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,44.5,-0.02093413174,0.5329341317,51.2,0.512
55845,1205,Marist,132,NBC News,Marist College,183,Marist College,A,Live Phone,Arizona,9/16/2018,9/20/2018,47,,,,89415,763,rv,,rv,,http://media1.s-nbcnews.com/i/today/z_creative/NBC%20News_Marist%20Poll_AZ%20Annotated%20Questionnaire_1809241139.pdf,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,47,-0.004483516484,0.5164835165,51.2,0.512
55845,1205,Marist,132,NBC News,Marist College,183,Marist College,A,Live Phone,Arizona,9/16/2018,9/20/2018,47,,,,89416,763,rv,,rv,,http://media1.s-nbcnews.com/i/today/z_creative/NBC%20News_Marist%20Poll_AZ%20Annotated%20Questionnaire_1809241139.pdf,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,44,-0.005647058824,0.5176470588,51.2,0.512
55845,1205,Marist,132,NBC News,Marist College,183,Marist College,A,Live Phone,Arizona,9/16/2018,9/20/2018,47,,,,89417,564,lv,,lv,,http://media1.s-nbcnews.com/i/today/z_creative/NBC%20News_Marist%20Poll_AZ%20Annotated%20Questionnaire_1809241139.pdf,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,48,-0.004129032258,0.5161290323,51.2,0.512
55845,1205,Marist,132,NBC News,Marist College,183,Marist College,A,Live Phone,Arizona,9/16/2018,9/20/2018,47,,,,89418,564,lv,,lv,,http://media1.s-nbcnews.com/i/today/z_creative/NBC%20News_Marist%20Poll_AZ%20Annotated%20Questionnaire_1809241139.pdf,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,45,0.0006363636364,0.5113636364,51.2,0.512
54057,1361,SSRS,143,CNN,SSRS,297,SSRS,C,Live Phone,Arizona,9/11/2018,9/15/2018,52,,,,87203,761,lv,,lv,,https://www.cnn.com/2018/09/17/politics/cnn-polls-arizona-tennessee-senate/,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,50,-0.0256344086,0.5376344086,51.2,0.512
54057,1361,SSRS,143,CNN,SSRS,297,SSRS,C,Live Phone,Arizona,9/11/2018,9/15/2018,52,,,,87207,854,rv,,rv,,http://cdn.cnn.com/cnn/2018/images/09/17/rel1_az.pdf,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,48,-0.0273258427,0.5393258427,51.2,0.512
54088,241,Ipsos,"711,027",Reuters | U. Virginia Center for Politics,Ipsos,154,Ipsos,B-,Online,Arizona,9/5/2018,9/14/2018,53,,,,87432,1016,lv,,lv,,https://www.ipsos.com/en-us/news-polls/election-data-CA-FL-TX-NV-AZ,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,46.9,-0.002254385965,0.514254386,51.2,0.512
54088,241,Ipsos,"711,027",Reuters | U. Virginia Center for Politics,Ipsos,154,Ipsos,B-,Online,Arizona,9/5/2018,9/14/2018,53,,,,90199,2000,a,,a,,https://www.ipsos.com/en-us/news-polls/election-data-CA-FL-TX-NV-AZ,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,39,-0.01502702703,0.527027027,51.2,0.512
54084,1408,TargetSmart,305,Progress Now Arizona,TargetSmart,332,TargetSmart/William & Mary,B/C,Live Phone,Arizona,9/8/2018,9/13/2018,54,,,,87417,800,lv,,lv,,https://progressnowarizona.org/2018/09/18/breaking-new-poll-shows-david-garcia-neck-and-neck-with-doug-ducey-in-arizona-governors-race/,538,FALSE,DEM,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,51,-0.01377319588,0.5257731959,51.2,0.512
53975,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Fox News/Beacon Research/Shaw & Co. Research,A,Live Phone,Arizona,9/8/2018,9/11/2018,56,,,,86866,710,lv,,lv,,http://www.foxnews.com/politics/2018/09/12/fox-news-poll-women-gop-crossovers-help-democrat-in-arizona-senate-race.html,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,47,-0.004483516484,0.5164835165,51.2,0.512
53975,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Fox News/Beacon Research/Shaw & Co. Research,A,Live Phone,Arizona,9/8/2018,9/11/2018,56,,,,86867,801,rv,,rv,,http://www.foxnews.com/politics/2018/09/12/fox-news-poll-women-gop-crossovers-help-democrat-in-arizona-senate-race.html,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,46,-0.01072727273,0.5227272727,51.2,0.512
53912,801,Gravis Marketing,,,Gravis Marketing,124,Gravis Marketing,B,IVR/Online,Arizona,9/5/2018,9/7/2018,60,,,,86714,882,lv,,lv,,http://orlando-politics.com/wp-content/uploads/2018/09/Arizona-September-7-2018.pdf,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,48,0.01715463918,0.4948453608,51.2,0.512
53960,1293,OH Predictive Insights / MBQF,1081,KNXV-TV,OH Predictive Insights,235,OH Predictive Insights,B/C,IVR/Live Phone,Arizona,9/5/2018,9/6/2018,61,,,,86831,597,lv,,lv,,https://www.politico.com/f/?id=00000165-cb77-db94-ab7f-cfffd5eb0000,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,45.5,0.02847183847,0.4835281615,51.2,0.512
53928,1308,Data Orbital,,,Data Orbital,73,Data Orbital,A/B,Live Phone,Arizona,9/4/2018,9/6/2018,61,,,,86851,550,lv,,lv,,https://www.dataorbital.com/the-blog/sinema-with-lead-toss-up-arizona-senate-race,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,46.1,-0.0124596132,0.5244596132,51.2,0.512
53703,1293,OH Predictive Insights / MBQF,1081,KNXV-TV,OH Predictive Insights,235,OH Predictive Insights,B/C,IVR/Live Phone,Arizona,7/24/2018,7/25/2018,104,,,,86174,600,lv,,lv,,http://createsend.com/t/i-C80F93AE97C9CCCA2540EF23F30FEDED,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,48,-0.009739130435,0.5217391304,51.2,0.512
53703,1293,OH Predictive Insights / MBQF,1081,KNXV-TV,OH Predictive Insights,235,OH Predictive Insights,B/C,IVR/Live Phone,Arizona,7/24/2018,7/25/2018,104,,,,86175,600,lv,,lv,,http://createsend.com/t/i-C80F93AE97C9CCCA2540EF23F30FEDED,538,FALSE,,96,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Sinema,12409,Kyrsten Sinema,51,-0.04234782609,0.5543478261,51.2,0.512
