poll_id,cycle,state,pollster,sponsors,fte_grade,sample_size,population,population_full,methodology,seat_number,seat_name,start_date,end_date,election_date,days before election,sponsor_candidate,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,created_at,stage,race_id,answer,candidate_id,candidate_name,candidate_party,pct
56170,2018,Arizona,Go Right Strategies,,,943,lv,lv,IVR,1,District 1,10/9/2018,10/10/2018,11/6/2018,27.00,Wendy J. Rogers,TRUE,REP,,FALSE,FALSE,10/12/2018 1:54,general,179,Rogers,13167,Wendy J. Rogers,REP,44.4
55970,2018,Arizona,Go Right Strategies,,,738,lv,lv,IVR,1,District 1,9/27/2018,9/28/2018,11/6/2018,39.00,Wendy J. Rogers,TRUE,REP,,FALSE,FALSE,10/1/2018 22:58,general,179,O'Halleran,11460,Tom O'Halleran,DEM,36.23
55970,2018,Arizona,Go Right Strategies,,,738,lv,lv,IVR,1,District 1,9/27/2018,9/28/2018,11/6/2018,39.00,Wendy J. Rogers,TRUE,REP,,FALSE,FALSE,10/1/2018 22:58,general,179,Rogers,13167,Wendy J. Rogers,REP,39.44
55894,2018,Arizona,Siena College/The New York Times Upshot,New York Times,A+,502,lv,lv,Live Phone,2,District 2,9/26/2018,10/1/2018,11/6/2018,36.00,,FALSE,,,FALSE,FALSE,9/27/2018 1:23,general,180,Kirkpatrick,11462,Ann Kirkpatrick,DEM,50.3
55894,2018,Arizona,Siena College/The New York Times Upshot,New York Times,A+,502,lv,lv,Live Phone,2,District 2,9/26/2018,10/1/2018,11/6/2018,36.00,,FALSE,,,FALSE,FALSE,9/27/2018 1:23,general,180,Marquez Peterson,11463,Lea Marquez Peterson,REP,39.42
55894,2018,Arizona,Siena College/The New York Times Upshot,New York Times,A+,502,rv,rv,Live Phone,2,District 2,9/26/2018,10/1/2018,11/6/2018,36.00,,FALSE,,,FALSE,FALSE,9/27/2018 1:23,general,180,Kirkpatrick,11462,Ann Kirkpatrick,DEM,49.86
55894,2018,Arizona,Siena College/The New York Times Upshot,New York Times,A+,502,rv,rv,Live Phone,2,District 2,9/26/2018,10/1/2018,11/6/2018,36.00,,FALSE,,,FALSE,FALSE,9/27/2018 1:23,general,180,Marquez Peterson,11463,Lea Marquez Peterson,REP,35.33
53596,2018,Arizona,Public Policy Polling,,A-,841,v,v,IVR,2,District 2,2/8/2018,2/10/2018,11/6/2018,269.00,Matthew G. Heinz,TRUE,DEM,,FALSE,FALSE,8/13/2018 15:51,general,180,Heinz,12379,Matthew G. Heinz,DEM,45
53596,2018,Arizona,Public Policy Polling,,A-,841,v,v,IVR,2,District 2,2/8/2018,2/10/2018,11/6/2018,269.00,Matthew G. Heinz,TRUE,DEM,,FALSE,FALSE,8/13/2018 15:51,general,180,Marquez Peterson,11463,Lea Marquez Peterson,REP,31
55904,2018,Arizona,OH Predictive Insights,,B/C,370,lv,lv,IVR,4,District 4,9/25/2018,9/25/2018,11/6/2018,42.00,,FALSE,,,FALSE,FALSE,9/27/2018 14:09,general,182,Brill,11466,David Brill,DEM,25
55904,2018,Arizona,OH Predictive Insights,,B/C,370,lv,lv,IVR,4,District 4,9/25/2018,9/25/2018,11/6/2018,42.00,,FALSE,,,FALSE,FALSE,9/27/2018 14:09,general,182,Gosar,11467,Paul Gosar,REP,57
55904,2018,Arizona,OH Predictive Insights,,B/C,370,lv,lv,IVR,4,District 4,9/25/2018,9/25/2018,11/6/2018,42.00,,FALSE,,,FALSE,FALSE,9/27/2018 14:09,general,182,Knauer,13156,Haryaksha Gregor Knauer,GRE,2
56189,2018,Arizona,Siena College/The New York Times Upshot,New York Times,A+,500,lv,lv,Live Phone,6,District 6,10/11/2018,10/15/2018,11/6/2018,22.00,,FALSE,,,FALSE,FALSE,10/12/2018 22:48,general,184,Malik,13195,Anita Malik,DEM,35.96
56189,2018,Arizona,Siena College/The New York Times Upshot,New York Times,A+,500,lv,lv,Live Phone,6,District 6,10/11/2018,10/15/2018,11/6/2018,22.00,,FALSE,,,FALSE,FALSE,10/12/2018 22:48,general,184,Schweikert,11471,David Schweikert,REP,49.97
56189,2018,Arizona,Siena College/The New York Times Upshot,New York Times,A+,500,rv,rv,Live Phone,6,District 6,10/11/2018,10/15/2018,11/6/2018,22.00,,FALSE,,,FALSE,FALSE,10/12/2018 22:48,general,184,Malik,13195,Anita Malik,DEM,35.46
56189,2018,Arizona,Siena College/The New York Times Upshot,New York Times,A+,500,rv,rv,Live Phone,6,District 6,10/11/2018,10/15/2018,11/6/2018,22.00,,FALSE,,,FALSE,FALSE,10/12/2018 22:48,general,184,Schweikert,11471,David Schweikert,REP,44.83
55929,2018,Arizona,Lake Research Partners,,A/B,400,lv,lv,IVR,8,District 8,9/24/2018,9/26/2018,11/6/2018,41.00,Hiral Tipirneni,TRUE,DEM,,FALSE,FALSE,9/28/2018 20:22,general,186,Tipirneni,11473,Hiral Tipirneni,DEM,44
55929,2018,Arizona,Lake Research Partners,,A/B,400,lv,lv,IVR,8,District 8,9/24/2018,9/26/2018,11/6/2018,41.00,Hiral Tipirneni,TRUE,DEM,,FALSE,FALSE,9/28/2018 20:22,general,186,Lesko,11474,Debbie Lesko,REP,48
53660,2018,Arizona,Lake Research Partners,,A/B,400,lv,lv,Live Phone,8,District 8,8/7/2018,8/13/2018,11/6/2018,85.00,Hiral Tipirneni,TRUE,DEM,,FALSE,FALSE,8/20/2018 13:55,general,186,Tipirneni,11473,Hiral Tipirneni,DEM,40
53660,2018,Arizona,Lake Research Partners,,A/B,400,lv,lv,Live Phone,8,District 8,8/7/2018,8/13/2018,11/6/2018,85.00,Hiral Tipirneni,TRUE,DEM,,FALSE,FALSE,8/20/2018 13:55,general,186,Lesko,11474,Debbie Lesko,REP,49
56404,2018,California,Clarity Campaign Labs,,B/C,840,lv,lv,IVR,4,District 4,10/15/2018,10/16/2018,11/6/2018,21.00,Jessica Morse,TRUE,DEM,,FALSE,FALSE,10/23/2018 23:13,general,191,Morse,11533,Jessica Morse,DEM,45
56404,2018,California,Clarity Campaign Labs,,B/C,840,lv,lv,IVR,4,District 4,10/15/2018,10/16/2018,11/6/2018,21.00,Jessica Morse,TRUE,DEM,,FALSE,FALSE,10/23/2018 23:13,general,191,McClintock,11534,Tom McClintock,REP,49
53447,2018,California,Public Opinion Strategies,,A-,400,lv,lv,,7,District 7,6/12/2018,6/14/2018,11/6/2018,145.00,Andrew Grant,TRUE,REP,,FALSE,FALSE,7/30/2018 21:58,general,194,Bera,11370,Ami Bera,DEM,50
53447,2018,California,Public Opinion Strategies,,A-,400,lv,lv,,7,District 7,6/12/2018,6/14/2018,11/6/2018,145.00,Andrew Grant,TRUE,REP,,FALSE,FALSE,7/30/2018 21:58,general,194,Grant,11369,Andrew Grant,REP,41
56405,2018,California,Siena College/The New York Times Upshot,New York Times,A+,501,lv,lv,Live Phone,10,District 10,10/21/2018,10/25/2018,11/6/2018,12.00,,FALSE,,,FALSE,FALSE,10/23/2018 23:22,general,197,Harder,11390,Josh Harder,DEM,47.28
56405,2018,California,Siena College/The New York Times Upshot,New York Times,A+,501,lv,lv,Live Phone,10,District 10,10/21/2018,10/25/2018,11/6/2018,12.00,,FALSE,,,FALSE,FALSE,10/23/2018 23:22,general,197,Denham,11391,Jeff Denham,REP,44.92
56405,2018,California,Siena College/The New York Times Upshot,New York Times,A+,501,rv,rv,Live Phone,10,District 10,10/21/2018,10/25/2018,11/6/2018,12.00,,FALSE,,,FALSE,FALSE,10/23/2018 23:22,general,197,Harder,11390,Josh Harder,DEM,48.34
56405,2018,California,Siena College/The New York Times Upshot,New York Times,A+,501,rv,rv,Live Phone,10,District 10,10/21/2018,10/25/2018,11/6/2018,12.00,,FALSE,,,FALSE,FALSE,10/23/2018 23:22,general,197,Denham,11391,Jeff Denham,REP,39.21
56030,2018,California,"University of California, Berkeley",LA Times,B/C,726,lv,lv,Online,10,District 10,9/16/2018,9/23/2018,11/6/2018,44.00,,FALSE,,,FALSE,FALSE,10/4/2018 11:45,general,197,Harder,11390,Josh Harder,DEM,50
56030,2018,California,"University of California, Berkeley",LA Times,B/C,726,lv,lv,Online,10,District 10,9/16/2018,9/23/2018,11/6/2018,44.00,,FALSE,,,FALSE,FALSE,10/4/2018 11:45,general,197,Denham,11391,Jeff Denham,REP,45
53529,2018,California,Garin-Hart-Yang Research Group,DCCC,B-,501,lv,lv,,10,District 10,6/27/2018,7/1/2018,11/6/2018,128.00,,TRUE,DEM,,FALSE,FALSE,8/7/2018 3:29,general,197,Harder,11390,Josh Harder,DEM,48
53529,2018,California,Garin-Hart-Yang Research Group,DCCC,B-,501,lv,lv,,10,District 10,6/27/2018,7/1/2018,11/6/2018,128.00,,TRUE,DEM,,FALSE,FALSE,8/7/2018 3:29,general,197,Denham,11391,Jeff Denham,REP,48
54142,2018,California,SurveyUSA,KFSN-TV Fresno,A,515,lv,lv,IVR/Online,16,District 16,9/14/2018,9/19/2018,11/6/2018,48.00,,FALSE,,,FALSE,FALSE,9/21/2018 9:18,general,203,Costa,11489,Jim Costa,DEM,51
54142,2018,California,SurveyUSA,KFSN-TV Fresno,A,515,lv,lv,IVR/Online,16,District 16,9/14/2018,9/19/2018,11/6/2018,48.00,,FALSE,,,FALSE,FALSE,9/21/2018 9:18,general,203,Heng,11490,Elizabeth Heng,REP,40
55870,2018,California,SurveyUSA,KFSN-TV Fresno,A,555,lv,lv,,21,District 21,9/20/2018,9/24/2018,11/6/2018,43.00,,FALSE,,,FALSE,FALSE,9/26/2018 0:22,general,208,Cox,11501,TJ Cox,DEM,39
55870,2018,California,SurveyUSA,KFSN-TV Fresno,A,555,lv,lv,,21,District 21,9/20/2018,9/24/2018,11/6/2018,43.00,,FALSE,,,FALSE,FALSE,9/26/2018 0:22,general,208,Valadao,11502,David Valadao,REP,50
56448,2018,California,Change Research,Fight Back CA PAC,B-,840,lv,lv,Online,22,District 22,10/19/2018,10/21/2018,11/6/2018,16.00,,FALSE,DEM,,FALSE,FALSE,10/24/2018 22:37,general,209,Janz,11250,Andrew Janz,DEM,46
56448,2018,California,Change Research,Fight Back CA PAC,B-,840,lv,lv,Online,22,District 22,10/19/2018,10/21/2018,11/6/2018,16.00,,FALSE,DEM,,FALSE,FALSE,10/24/2018 22:37,general,209,Nunes,11251,Devin Nunes,REP,51
55915,2018,California,SurveyUSA,KFSN-TV Fresno,A,582,lv,lv,,22,District 22,9/20/2018,9/25/2018,11/6/2018,42.00,,FALSE,,,FALSE,FALSE,9/27/2018 21:48,general,209,Janz,11250,Andrew Janz,DEM,41
55915,2018,California,SurveyUSA,KFSN-TV Fresno,A,582,lv,lv,,22,District 22,9/20/2018,9/25/2018,11/6/2018,42.00,,FALSE,,,FALSE,FALSE,9/27/2018 21:48,general,209,Nunes,11251,Devin Nunes,REP,55
56030,2018,California,"University of California, Berkeley",LA Times,B/C,912,lv,lv,Online,22,District 22,9/16/2018,9/23/2018,11/6/2018,44.00,,FALSE,,,FALSE,FALSE,10/4/2018 11:43,general,209,Janz,11250,Andrew Janz,DEM,45
56030,2018,California,"University of California, Berkeley",LA Times,B/C,912,lv,lv,Online,22,District 22,9/16/2018,9/23/2018,11/6/2018,44.00,,FALSE,,,FALSE,FALSE,10/4/2018 11:43,general,209,Nunes,11251,Devin Nunes,REP,53
54066,2018,California,Strategies 360,,B/C,402,lv,lv,Live Phone,22,District 22,9/10/2018,9/13/2018,11/6/2018,54.00,Andrew Janz,TRUE,DEM,,FALSE,FALSE,9/17/2018 17:01,general,209,Janz,11250,Andrew Janz,DEM,44
54066,2018,California,Strategies 360,,B/C,402,lv,lv,Live Phone,22,District 22,9/10/2018,9/13/2018,11/6/2018,54.00,Andrew Janz,TRUE,DEM,,FALSE,FALSE,9/17/2018 17:01,general,209,Nunes,11251,Devin Nunes,REP,50
56449,2018,California,Change Research,Fight Back CA PAC,B-,651,lv,lv,Online,22,District 22,9/4/2018,9/6/2018,11/6/2018,61.00,,FALSE,DEM,,FALSE,FALSE,10/24/2018 22:37,general,209,Janz,11250,Andrew Janz,DEM,40
56449,2018,California,Change Research,Fight Back CA PAC,B-,651,lv,lv,Online,22,District 22,9/4/2018,9/6/2018,11/6/2018,61.00,,FALSE,DEM,,FALSE,FALSE,10/24/2018 22:37,general,209,Nunes,11251,Devin Nunes,REP,51
53612,2018,California,Tulchin Research,,B/C,400,lv,lv,,22,District 22,7/22/2018,7/25/2018,11/6/2018,104.00,Andrew Janz,TRUE,DEM,,FALSE,FALSE,8/14/2018 13:19,general,209,Janz,11250,Andrew Janz,DEM,43
53612,2018,California,Tulchin Research,,B/C,400,lv,lv,,22,District 22,7/22/2018,7/25/2018,11/6/2018,104.00,Andrew Janz,TRUE,DEM,,FALSE,FALSE,8/14/2018 13:19,general,209,Nunes,11251,Devin Nunes,REP,48
54067,2018,California,Strategies 360,,B/C,500,lv,lv,Live Phone,22,District 22,7/12/2018,7/17/2018,11/6/2018,112.00,Andrew Janz,TRUE,DEM,,FALSE,FALSE,9/17/2018 17:01,general,209,Janz,11250,Andrew Janz,DEM,41
54067,2018,California,Strategies 360,,B/C,500,lv,lv,Live Phone,22,District 22,7/12/2018,7/17/2018,11/6/2018,112.00,Andrew Janz,TRUE,DEM,,FALSE,FALSE,9/17/2018 17:01,general,209,Nunes,11251,Devin Nunes,REP,53
52743,2018,California,Public Policy Polling,End Citizens United,A-,632,lv,lv,,22,District 22,6/22/2018,6/24/2018,11/6/2018,135.00,,FALSE,DEM,,FALSE,FALSE,6/29/2018 13:05,general,209,Janz,11250,Andrew Janz,DEM,41
52743,2018,California,Public Policy Polling,End Citizens United,A-,632,lv,lv,,22,District 22,6/22/2018,6/24/2018,11/6/2018,135.00,,FALSE,DEM,,FALSE,FALSE,6/29/2018 13:05,general,209,Nunes,11251,Devin Nunes,REP,49
53423,2018,California,Olive Tree Strategies,,,404,lv,lv,Live Phone,24,District 24,7/12/2018,7/15/2018,11/6/2018,114.00,Justin Donald Fareed,TRUE,REP,,FALSE,FALSE,7/25/2018 18:04,general,211,Carbajal,11366,Salud Carbajal,DEM,47
53423,2018,California,Olive Tree Strategies,,,404,lv,lv,Live Phone,24,District 24,7/12/2018,7/15/2018,11/6/2018,114.00,Justin Donald Fareed,TRUE,REP,,FALSE,FALSE,7/25/2018 18:04,general,211,Fareed,11365,Justin Donald Fareed,REP,46
56492,2018,California,Siena College/The New York Times Upshot,New York Times,A+,504,lv,lv,Live Phone,25,District 25,10/25/2018,10/28/2018,11/6/2018,9.00,,FALSE,,,FALSE,FALSE,10/27/2018 0:41,general,212,Hill,11159,Katie Hill,DEM,43.98
56492,2018,California,Siena College/The New York Times Upshot,New York Times,A+,504,lv,lv,Live Phone,25,District 25,10/25/2018,10/28/2018,11/6/2018,9.00,,FALSE,,,FALSE,FALSE,10/27/2018 0:41,general,212,Knight,11160,Stephen Knight,REP,48.4
56492,2018,California,Siena College/The New York Times Upshot,New York Times,A+,504,rv,rv,Live Phone,25,District 25,10/25/2018,10/28/2018,11/6/2018,9.00,,FALSE,,,FALSE,FALSE,10/27/2018 0:41,general,212,Hill,11159,Katie Hill,DEM,41.08
56492,2018,California,Siena College/The New York Times Upshot,New York Times,A+,504,rv,rv,Live Phone,25,District 25,10/25/2018,10/28/2018,11/6/2018,9.00,,FALSE,,,FALSE,FALSE,10/27/2018 0:41,general,212,Knight,11160,Stephen Knight,REP,46.04
56030,2018,California,"University of California, Berkeley",LA Times,B/C,650,lv,lv,Online,25,District 25,9/16/2018,9/23/2018,11/6/2018,44.00,,FALSE,,,FALSE,FALSE,10/4/2018 11:43,general,212,Hill,11159,Katie Hill,DEM,50
56030,2018,California,"University of California, Berkeley",LA Times,B/C,650,lv,lv,Online,25,District 25,9/16/2018,9/23/2018,11/6/2018,44.00,,FALSE,,,FALSE,FALSE,10/4/2018 11:43,general,212,Knight,11160,Stephen Knight,REP,46
54061,2018,California,Siena College/The New York Times Upshot,New York Times,A+,500,lv,lv,Live Phone,25,District 25,9/17/2018,9/19/2018,11/6/2018,48.00,,FALSE,,,FALSE,FALSE,9/17/2018 13:07,general,212,Hill,11159,Katie Hill,DEM,45.26
54061,2018,California,Siena College/The New York Times Upshot,New York Times,A+,500,lv,lv,Live Phone,25,District 25,9/17/2018,9/19/2018,11/6/2018,48.00,,FALSE,,,FALSE,FALSE,9/17/2018 13:07,general,212,Knight,11160,Stephen Knight,REP,47.41
54061,2018,California,Siena College/The New York Times Upshot,New York Times,A+,500,rv,rv,Live Phone,25,District 25,9/17/2018,9/19/2018,11/6/2018,48.00,,FALSE,,,FALSE,FALSE,9/17/2018 13:07,general,212,Hill,11159,Katie Hill,DEM,44.84
54061,2018,California,Siena College/The New York Times Upshot,New York Times,A+,500,rv,rv,Live Phone,25,District 25,9/17/2018,9/19/2018,11/6/2018,48.00,,FALSE,,,FALSE,FALSE,9/17/2018 13:07,general,212,Knight,11160,Stephen Knight,REP,43.05
53615,2018,California,IMGE Insights,,B/C,400,rv,rv,,25,District 25,7/9/2018,7/12/2018,11/6/2018,117.00,,FALSE,,,FALSE,FALSE,8/14/2018 14:02,general,212,Hill,11159,Katie Hill,DEM,47
53615,2018,California,IMGE Insights,,B/C,400,rv,rv,,25,District 25,7/9/2018,7/12/2018,11/6/2018,117.00,,FALSE,,,FALSE,FALSE,8/14/2018 14:02,general,212,Knight,11160,Stephen Knight,REP,47
52816,2018,California,Global Strategy Group,League of Conservation Voters | EDF Action,B/C,400,lv,lv,,25,District 25,6/11/2018,6/21/2018,11/6/2018,138.00,,FALSE,DEM,,FALSE,FALSE,7/10/2018 16:21,general,212,Hill,11159,Katie Hill,DEM,40
52816,2018,California,Global Strategy Group,League of Conservation Voters | EDF Action,B/C,400,lv,lv,,25,District 25,6/11/2018,6/21/2018,11/6/2018,138.00,,FALSE,DEM,,FALSE,FALSE,7/10/2018 16:21,general,212,Knight,11160,Stephen Knight,REP,45
52755,2018,California,Public Policy Polling,Progressive Change Campaign Committee,A-,283,rv,rv,,25,District 25,2/14/2018,2/15/2018,11/6/2018,264.00,,FALSE,DEM,,FALSE,FALSE,6/26/2018 20:00,general,212,Hill,11159,Katie Hill,DEM,50
