poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,days until election,stage,nationwide_batch,ranked_choice_reallocated,party,answer,state 2,candidate_id,candidate_name,pct,two party percentage,actual two party percentage ,error
55923,1334,Alaska Survey Research,,,Alaska Survey Research,155,Alaska Survey Research,B/C,Live Phone,Alaska,10/1/2018,10/6/2018,,,,89951,500,lv,,lv,,10/8/2018 17:43,https://drive.google.com/file/d/1pikbjy87wjnGugp3yNzugLeblY681AuG/view,538,FALSE,,132,2018,Governor,0,,11/6/2018,31,general,FALSE,FALSE,DEM,Begich,Alaska,12443,Mark Begich,22.6,0.327062229,0.463,0.135937771
55923,1334,Alaska Survey Research,,,Alaska Survey Research,155,Alaska Survey Research,B/C,Live Phone,Alaska,10/1/2018,10/6/2018,,,,90523,500,lv,,lv,,10/19/2018 19:06,https://drive.google.com/file/d/1pikbjy87wjnGugp3yNzugLeblY681AuG/view,538,FALSE,,132,2018,Governor,0,,11/6/2018,31,general,FALSE,FALSE,DEM,Begich,Alaska,12443,Mark Begich,40.8,0.428121721,0.463,0.034878279
56122,1334,Alaska Survey Research,,,Alaska Survey Research,155,Alaska Survey Research,B/C,Live Phone,Alaska,9/21/2018,9/25/2018,,,,90522,500,lv,,lv,,10/19/2018 19:06,https://drive.google.com/file/d/12pOY1vf-TpJuhRbhPEaMsO6zX_cPFTZ4/view,538,FALSE,,132,2018,Governor,0,,11/6/2018,42,general,FALSE,FALSE,DEM,Begich,Alaska,12443,Mark Begich,46.8,0.483971044,0.463,-0.020971044
56122,1334,Alaska Survey Research,,,Alaska Survey Research,155,Alaska Survey Research,B/C,Live Phone,Alaska,9/21/2018,9/25/2018,,,,140285,500,lv,,lv,,3/19/2021 13:01,https://drive.google.com/file/d/12pOY1vf-TpJuhRbhPEaMsO6zX_cPFTZ4/view,538,FALSE,,132,2018,Governor,0,,11/6/2018,42,general,FALSE,FALSE,DEM,Begich,Alaska,12443,Mark Begich,29,0.395095368,0.463,0.067904632
53902,203,Harstad,150,Alaska AFL-CIO,Harstad Strategic Research,134,Harstad Strategic Research Inc.,B/C,,Alaska,8/13/2018,8/16/2018,,,,86691,602,lv,,lv,,9/8/2018 9:54,https://twitter.com/AKAFLCIO/status/1036799617558622208,538,FALSE,DEM,132,2018,Governor,0,,11/6/2018,82,general,FALSE,FALSE,DEM,Begich,Alaska,12443,Mark Begich,24,0.4,0.463,0.063
53902,203,Harstad,150,Alaska AFL-CIO,Harstad Strategic Research,134,Harstad Strategic Research Inc.,B/C,,Alaska,8/13/2018,8/16/2018,,,,86693,602,lv,,lv,,9/8/2018 9:54,https://twitter.com/AKAFLCIO/status/1036799617558622208,538,FALSE,DEM,132,2018,Governor,0,,11/6/2018,82,general,FALSE,FALSE,DEM,Begich,Alaska,12443,Mark Begich,46,0.511111111,0.463,-0.048111111
53939,1422,Patinkin Research Strategies,,,Patinkin Research Strategies,490,Patinkin Research Strategies,B/C,Live Phone,Alaska,6/22/2018,6/28/2018,12445,Bill Walker,IND,86760,800,lv,,lv,,9/10/2018 23:54,https://www.walkermallottforalaska.com/polling/2018/7/5/walker-mallott-in-2nd-place-in-governors-race-begich-call-trail-in-third,538,TRUE,IND,132,2018,Governor,0,,11/6/2018,131,general,FALSE,FALSE,DEM,Begich,Alaska,12443,Mark Begich,22,0.379310345,0.463,0.083689655
53799,203,Harstad,150,Alaska AFL-CIO,Harstad Strategic Research,134,Harstad Strategic Research Inc.,B/C,,Alaska,6/21/2018,6/26/2018,,,,86478,602,lv,,lv,,8/28/2018 16:48,https://static1.squarespace.com/static/564129f1e4b07ae26518a05c/t/5b43b41d8a922da7a735db24/1531163678634/Harstad+Alaska+Survey+on+Governor%27s+Race.pdf,538,FALSE,DEM,132,2018,Governor,0,,11/6/2018,133,general,FALSE,FALSE,DEM,Begich,Alaska,12443,Mark Begich,28,0.466666667,0.463,-0.003666667
53799,203,Harstad,150,Alaska AFL-CIO,Harstad Strategic Research,134,Harstad Strategic Research Inc.,B/C,,Alaska,6/21/2018,6/26/2018,,,,90521,602,lv,,lv,,10/19/2018 19:06,https://static1.squarespace.com/static/564129f1e4b07ae26518a05c/t/5b43b41d8a922da7a735db24/1531163678634/Harstad+Alaska+Survey+on+Governor%27s+Race.pdf,538,FALSE,DEM,132,2018,Governor,0,,11/6/2018,133,general,FALSE,FALSE,DEM,Begich,Alaska,12443,Mark Begich,50,0.549450549,0.463,-0.086450549
53915,1334,Alaska Survey Research,999,Alaska Correctional Officers Association,Alaska Survey Research,155,Alaska Survey Research,B/C,,Alaska,6/15/2018,6/21/2018,,,,86717,654,rv,,rv,,9/10/2018 9:46,https://www.scribd.com/document/382710280/AK-Gov-Alaska-Survey-Research-for-Alaska-Correctional-Officers-Association-June-2018,538,FALSE,,132,2018,Governor,0,,11/6/2018,138,general,FALSE,FALSE,DEM,Begich,Alaska,12443,Mark Begich,33,0.464788732,0.463,-0.001788732
53930,1334,Alaska Survey Research,,,Alaska Survey Research,155,Alaska Survey Research,B/C,,Alaska,3/25/2018,3/29/2018,,,,86742,761,a,,a,,9/10/2018 15:55,http://midnightsunak.com/2018/04/27/begich-leads-dunleavy-alaska-governors-race-poll/,538,FALSE,,132,2018,Governor,0,,11/6/2018,222,general,FALSE,FALSE,DEM,Begich,Alaska,12443,Mark Begich,53,0.557894737,0.463,-0.094894737
56829,1416,HarrisX,747,Auto Alliance,HarrisX,133,Harris Insights & Analytics,B+,Online,Arizona,11/3/2018,11/5/2018,,,,91587,600,lv,,lv,TRUE,11/6/2018 16:48,https://www.alliancenrfpoll.com/,538,FALSE,,133,2018,Governor,0,,11/6/2018,1,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,38.5,0.421686747,0.427,0.005313253
56798,1416,HarrisX,747,Auto Alliance,HarrisX,133,Harris Insights & Analytics,B+,Online,Arizona,11/2/2018,11/4/2018,,,,91526,600,lv,,lv,TRUE,11/5/2018 17:16,https://www.alliancenrfpoll.com/,538,FALSE,,133,2018,Governor,0,,11/6/2018,2,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,37.4,0.405200433,0.427,0.021799567
56750,1416,HarrisX,747,Auto Alliance,HarrisX,133,Harris Insights & Analytics,B+,Online,Arizona,11/1/2018,11/3/2018,,,,91430,600,lv,,lv,TRUE,11/4/2018 19:30,https://www.alliancenrfpoll.com/,538,FALSE,,133,2018,Governor,0,,11/6/2018,3,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,36.3,0.390322581,0.427,0.036677419
56779,1102,Emerson College Polling Society,,,Emerson College,88,Emerson College,A-,IVR/Online,Arizona,11/1/2018,11/3/2018,,,,91487,758,lv,,lv,,11/5/2018 10:03,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,538,FALSE,,133,2018,Governor,0,,11/6/2018,3,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,40.2,0.420942408,0.427,0.006057592
56801,1478,Research Co.,,,Research Co.,449,Research Co.,B-,Online,Arizona,11/1/2018,11/3/2018,,,,91529,450,rv,,rv,,11/5/2018 17:16,https://researchco.ca/2018/11/05/midterms2018-2/,538,FALSE,,133,2018,Governor,0,,11/6/2018,3,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,39,0.419354839,0.427,0.007645161
56716,1416,HarrisX,747,Auto Alliance,HarrisX,133,Harris Insights & Analytics,B+,Online,Arizona,10/31/2018,11/2/2018,,,,91358,600,lv,,lv,TRUE,11/3/2018 17:48,https://www.alliancenrfpoll.com/,538,FALSE,,133,2018,Governor,0,,11/6/2018,4,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,36.5,0.392895587,0.427,0.034104413
56810,801,Gravis Marketing,,,Gravis Marketing,124,Gravis Marketing,B,Live Phone/Online,Arizona,10/24/2018,11/2/2018,,,,91550,1165,lv,,lv,,11/5/2018 17:32,https://www.realclearpolitics.com/docs/Gravis_Arizona_November_2_2018.pdf,538,FALSE,,133,2018,Governor,0,,11/6/2018,4,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,40,0.430107527,0.427,-0.003107527
56685,1416,HarrisX,747,Auto Alliance,HarrisX,133,Harris Insights & Analytics,B+,Online,Arizona,10/30/2018,11/1/2018,,,,91297,600,lv,,lv,TRUE,11/2/2018 16:48,https://www.alliancenrfpoll.com/,538,FALSE,,133,2018,Governor,0,,11/6/2018,5,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,35.7,0.385945946,0.427,0.041054054
73024,1416,HarrisX,747,Auto Alliance,HarrisX,133,Harris Insights & Analytics,B+,Online,Arizona,10/26/2018,11/1/2018,,,,137857,1400,lv,,lv,TRUE,12/4/2020 10:47,https://www.alliancenrfpoll.com/,538,FALSE,,133,2018,Governor,0,,11/6/2018,5,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,35,0.384615385,0.427,0.042384615
56649,1416,HarrisX,747,Auto Alliance,HarrisX,133,Harris Insights & Analytics,B+,Online,Arizona,10/29/2018,10/31/2018,,,,91233,600,lv,,lv,TRUE,11/1/2018 19:50,https://www.alliancenrfpoll.com/,538,FALSE,,133,2018,Governor,0,,11/6/2018,6,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,37.3,0.40720524,0.427,0.01979476
73025,1416,HarrisX,747,Auto Alliance,HarrisX,133,Harris Insights & Analytics,B+,Online,Arizona,10/25/2018,10/31/2018,,,,137860,1400,lv,,lv,TRUE,12/4/2020 10:51,https://www.alliancenrfpoll.com/,538,FALSE,,133,2018,Governor,0,,11/6/2018,6,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,36,0.391304348,0.427,0.035695652
56673,537,Vox Populi Polling,,,Vox Populi Polling,372,Vox Populi Polling,A/B,Online,Arizona,10/27/2018,10/30/2018,,,,91273,677,lv,,lv,,11/2/2018 10:33,https://voxpoppolling.com/wp-content/uploads/2018/11/AZ-Statewide-Wave-2-Toplines-10.31.18.pdf,538,FALSE,,133,2018,Governor,0,,11/6/2018,7,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,46,0.46,0.427,-0.033
56710,1416,HarrisX,747,Auto Alliance,HarrisX,133,Harris Insights & Analytics,B+,Online,Arizona,10/24/2018,10/30/2018,,,,91349,1400,lv,,lv,TRUE,11/3/2018 17:29,https://www.alliancenrfpoll.com/,538,FALSE,,133,2018,Governor,0,,11/6/2018,7,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,34.8,0.379084967,0.427,0.047915033
56615,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Fox News/Beacon Research/Shaw & Co. Research,A,Live Phone,Arizona,10/27/2018,10/29/2018,,,,91153,643,lv,,lv,,10/31/2018 18:22,https://www.foxnews.com/politics/fox-news-arizona-senate-poll-10-31-2018,538,FALSE,,133,2018,Governor,0,,11/6/2018,8,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,37,0.402173913,0.427,0.024826087
56615,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Fox News/Beacon Research/Shaw & Co. Research,A,Live Phone,Arizona,10/27/2018,10/29/2018,,,,91154,710,rv,,rv,,10/31/2018 18:22,https://www.foxnews.com/politics/fox-news-arizona-senate-poll-10-31-2018,538,FALSE,,133,2018,Governor,0,,11/6/2018,8,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,35,0.393258427,0.427,0.033741573
56600,1361,SSRS,143,CNN,SSRS,297,SSRS,C,Live Phone,Arizona,10/24/2018,10/29/2018,,,,91121,867,rv,,rv,,10/31/2018 12:44,http://cdn.cnn.com/cnn/2018/images/10/31/rel2_az.pdf,538,FALSE,,133,2018,Governor,0,,11/6/2018,8,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,43,0.452631579,0.427,-0.025631579
56600,1361,SSRS,143,CNN,SSRS,297,SSRS,C,Live Phone,Arizona,10/24/2018,10/29/2018,,,,91122,702,lv,,lv,,10/31/2018 12:44,http://cdn.cnn.com/cnn/2018/images/10/31/rel2_az.pdf,538,FALSE,,133,2018,Governor,0,,11/6/2018,8,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,45,0.463917526,0.427,-0.036917526
56522,1337,HighGround,,,HighGround,416,HighGround Inc.,B/C,Live Phone,Arizona,10/26/2018,10/28/2018,,,,90926,400,lv,,lv,,10/29/2018 18:30,http://www.azhighground.com/blog/post/breaking--senate-dead-heat-and-dominant-ducey,538,FALSE,,133,2018,Governor,0,,11/6/2018,9,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,35.3,0.391786903,0.427,0.035213097
56539,1205,Marist,132,NBC News,Marist College,183,Marist College,A,Live Phone,Arizona,10/23/2018,10/27/2018,,,,90958,506,lv,,lv,,10/30/2018 7:56,https://www.nbcnews.com/politics/first-read/poll-sinema-leads-mcsally-arizona-senate-race-n925876,538,FALSE,,133,2018,Governor,0,,11/6/2018,10,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,42,0.432989691,0.427,-0.005989691
56539,1205,Marist,132,NBC News,Marist College,183,Marist College,A,Live Phone,Arizona,10/23/2018,10/27/2018,,,,90959,793,rv,,rv,,10/30/2018 7:56,https://www.nbcnews.com/politics/first-read/poll-sinema-leads-mcsally-arizona-senate-race-n925876,538,FALSE,,133,2018,Governor,0,,11/6/2018,10,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,41,0.427083333,0.427,-0.000083333
56539,1205,Marist,132,NBC News,Marist College,183,Marist College,A,Live Phone,Arizona,10/23/2018,10/27/2018,,,,90960,506,lv,,lv,,10/30/2018 7:56,https://www.nbcnews.com/politics/first-read/poll-sinema-leads-mcsally-arizona-senate-race-n925876,538,FALSE,,133,2018,Governor,0,,11/6/2018,10,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,40,0.425531915,0.427,0.001468085
56539,1205,Marist,132,NBC News,Marist College,183,Marist College,A,Live Phone,Arizona,10/23/2018,10/27/2018,,,,90961,793,rv,,rv,,10/30/2018 7:56,https://www.nbcnews.com/politics/first-read/poll-sinema-leads-mcsally-arizona-senate-race-n925876,538,FALSE,,133,2018,Governor,0,,11/6/2018,10,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,38,0.413043478,0.427,0.013956522
56497,568,YouGov,133,CBS News,YouGov,391,YouGov,B+,Online,Arizona,10/23/2018,10/26/2018,,,,90882,972,lv,,lv,,10/28/2018 10:34,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/k1oa1jks0d/cbs_20181028_AZ_final.pdf,538,FALSE,,133,2018,Governor,0,,11/6/2018,11,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,41,0.440860215,0.427,-0.013860215
56586,241,Ipsos,"711,027",Reuters | U. Virginia Center for Politics,Ipsos,154,Ipsos,B-,Online,Arizona,10/17/2018,10/26/2018,,,,91081,799,lv,,lv,,10/31/2018 8:38,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/october_2018_state_topline_-_arizona_october.pdf,538,FALSE,,133,2018,Governor,0,,11/6/2018,11,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,37,0.393617021,0.427,0.033382979
56586,241,Ipsos,"711,027",Reuters | U. Virginia Center for Politics,Ipsos,154,Ipsos,B-,Online,Arizona,10/17/2018,10/26/2018,,,,91089,2001,a,,a,,10/31/2018 9:16,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/october_2018_state_topline_-_arizona_october.pdf,538,FALSE,,133,2018,Governor,0,,11/6/2018,11,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,33,0.44,0.427,-0.013
56625,1293,OH Predictive Insights / MBQF,,,OH Predictive Insights,235,OH Predictive Insights,B/C,Live Phone,Arizona,10/22/2018,10/23/2018,,,,91245,600,lv,,lv,,11/2/2018 0:20,https://www.abc15.com/news/region-phoenix-metro/central-phoenix/poll-ducey-brnovich-gaynor-hold-leads-in-state-races,538,FALSE,,133,2018,Governor,0,,11/6/2018,14,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,39,0.40625,0.427,0.02075
56162,1365,Change Research,,,Change Research,48,Change Research,B-,Online,Arizona,10/9/2018,10/10/2018,10441,David Garcia,DEM,90152,783,lv,,lv,,10/11/2018 16:07,https://www.scribd.com/document/390683652/change,538,TRUE,DEM,133,2018,Governor,0,,11/6/2018,27,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,39.6,0.456221198,0.427,-0.029221198
56132,1293,OH Predictive Insights / MBQF,1083,Arizona Capitol Times,OH Predictive Insights,235,OH Predictive Insights,B/C,IVR/Live Phone,Arizona,10/3/2018,10/3/2018,,,,90091,600,lv,,lv,,10/10/2018 10:39,https://azcapitoltimes.com/news/2018/10/09/arizona-doug-ducey-leads-david-garcia-by-wide-margin/,538,FALSE,,133,2018,Governor,0,,11/6/2018,34,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,37,0.406593407,0.427,0.020406593
56050,1308,Data Orbital,,,Data Orbital,73,Data Orbital,A/B,Live Phone,Arizona,10/1/2018,10/3/2018,,,,89893,550,lv,,lv,,10/5/2018 10:10,https://www.dataorbital.com/the-blog/new-survey-ducey-and-gaynor-lead-in-democratic-surge-scenario,538,FALSE,,133,2018,Governor,0,,11/6/2018,34,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,33.56,0.391644299,0.427,0.035355701
56050,1308,Data Orbital,,,Data Orbital,73,Data Orbital,A/B,Live Phone,Arizona,10/1/2018,10/3/2018,,,,89894,550,lv,,lv,,10/5/2018 10:10,https://www.dataorbital.com/the-blog/new-survey-ducey-and-gaynor-lead-in-democratic-surge-scenario,538,FALSE,,133,2018,Governor,0,,11/6/2018,34,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,35.02,0.408777869,0.427,0.018222131
56016,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Fox News/Beacon Research/Shaw & Co. Research,A,Live Phone,Arizona,9/29/2018,10/2/2018,,,,89825,716,lv,,lv,,10/3/2018 18:28,https://www.foxnews.com/politics/fox-news-poll-republicans-make-gains-in-top-senate-races,538,FALSE,,133,2018,Governor,0,,11/6/2018,35,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,37,0.402173913,0.427,0.024826087
56016,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Fox News/Beacon Research/Shaw & Co. Research,A,Live Phone,Arizona,9/29/2018,10/2/2018,,,,89827,806,rv,,rv,,10/3/2018 18:28,https://www.foxnews.com/politics/fox-news-poll-republicans-make-gains-in-top-senate-races,538,FALSE,,133,2018,Governor,0,,11/6/2018,35,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,35,0.393258427,0.427,0.033741573
56027,537,Vox Populi Polling,,,Vox Populi Polling,372,Vox Populi Polling,A/B,Online,Arizona,9/29/2018,10/1/2018,,,,89852,702,lv,,lv,,10/4/2018 11:06,https://voxpoppolling.com/wp-content/uploads/2018/10/AZ-Statewide-Survey-Topline-Oct-2018.pdf,538,FALSE,,133,2018,Governor,0,,11/6/2018,36,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,43,0.43,0.427,-0.003
56007,458,Suffolk,743,The Arizona Republic,Suffolk University,323,Suffolk University,B+,Live Phone,Arizona,9/27/2018,9/30/2018,,,,89805,500,lv,,lv,,10/3/2018 10:13,https://www.suffolk.edu/documents/SUPRC/10_3_2018_marginals.pdf,538,FALSE,,133,2018,Governor,0,,11/6/2018,37,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,38,0.433789954,0.427,-0.006789954
56184,1379,Latino Decisions,501,Arizona State,Latino Decisions,482,Latino Decisions,B/C,Live Phone/Online,Arizona,9/10/2018,9/25/2018,,,,90214,463,lv,,lv,,10/12/2018 17:42,https://spgs.clas.asu.edu/sites/default/files/az_slide_deck_firstrelease_version101118.pdf,538,FALSE,,133,2018,Governor,0,,11/6/2018,42,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,40,0.470588235,0.427,-0.043588235
56184,1379,Latino Decisions,501,Arizona State,Latino Decisions,482,Latino Decisions,B/C,Live Phone/Online,Arizona,9/10/2018,9/25/2018,,,,90215,610,rv,,rv,,10/12/2018 17:42,https://spgs.clas.asu.edu/sites/default/files/az_slide_deck_firstrelease_version101118.pdf,538,FALSE,,133,2018,Governor,0,,11/6/2018,42,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,37,0.474358974,0.427,-0.047358974
55835,1102,Emerson College Polling Society,,,Emerson College,88,Emerson College,A-,IVR/Online,Arizona,9/19/2018,9/21/2018,,,,89397,650,rv,,rv,,9/24/2018 9:01,https://www.emerson.edu/office-of-communications/media-relations/press-releases/emerson-e-poll-ariz-voters-dead-even-kavanaugh-nomination-democrats-lead-us-senate-race-republicans-lead-gov-race,538,FALSE,,133,2018,Governor,0,,11/6/2018,46,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,38.3,0.47755611,0.427,-0.05055611
55845,1205,Marist,132,NBC News,Marist College,183,Marist College,A,Live Phone,Arizona,9/16/2018,9/20/2018,,,,89410,763,rv,,rv,,9/25/2018 10:51,http://media1.s-nbcnews.com/i/today/z_creative/NBC%20News_Marist%20Poll_AZ%20Annotated%20Questionnaire_1809241139.pdf,538,FALSE,,133,2018,Governor,0,,11/6/2018,47,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,42,0.451612903,0.427,-0.024612903
55845,1205,Marist,132,NBC News,Marist College,183,Marist College,A,Live Phone,Arizona,9/16/2018,9/20/2018,,,,89411,763,rv,,rv,,9/25/2018 10:52,http://media1.s-nbcnews.com/i/today/z_creative/NBC%20News_Marist%20Poll_AZ%20Annotated%20Questionnaire_1809241139.pdf,538,FALSE,,133,2018,Governor,0,,11/6/2018,47,general,FALSE,FALSE,DEM,Garcia,Arizona,10441,David Garcia,37,0.435294118,0.427,-0.008294118
