poll_id,cycle,state,HOUSE OR SENATE?,pollster,sponsors,fte_grade,sample_size,population,methodology,seat_number,seat_name,start_date,end_date,election_date,days before election,sponsor_candidate,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,created_at,stage,race_id,answer,candidate_id,candidate_name,candidate_party,pct,two-party %,actual two party %,error,cc
56327,2018,Arizona,HOUSE ,American Viewpoint,Arizona Grassroots Advocates,B/C,400,lv,Live Phone,1,District 1,10/16/2018,10/18/2018,11/6/2018,19,,FALSE,REP,,FALSE,FALSE,10/20/2018 10:40,general,179,O'Halleran,11460,Tom O'Halleran,DEM,46,0.5,0.538,0.038,Arizona
56170,2018,Arizona,HOUSE ,Go Right Strategies,,,943,lv,IVR,1,District 1,10/9/2018,10/10/2018,11/6/2018,27,Wendy J. Rogers,TRUE,REP,,FALSE,FALSE,10/12/2018 1:54,general,179,O'Halleran,11460,Tom O'Halleran,DEM,37.5,0.457875458,0.538,0.080124542,Arizona
55970,2018,Arizona,HOUSE ,Go Right Strategies,,,738,lv,IVR,1,District 1,9/27/2018,9/28/2018,11/6/2018,39,Wendy J. Rogers,TRUE,REP,,FALSE,FALSE,10/1/2018 22:58,general,179,O'Halleran,11460,Tom O'Halleran,DEM,36.23,0.478789481,0.538,0.059210519,Arizona
55894,2018,Arizona,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,502,lv,Live Phone,2,District 2,9/26/2018,10/1/2018,11/6/2018,36,,FALSE,,,FALSE,FALSE,9/27/2018 1:23,general,180,Kirkpatrick,11462,Ann Kirkpatrick,DEM,50.3,0.560633081,0.547,-0.013633081,Arizona
55894,2018,Arizona,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,502,rv,Live Phone,2,District 2,9/26/2018,10/1/2018,11/6/2018,36,,FALSE,,,FALSE,FALSE,9/27/2018 1:23,general,180,Kirkpatrick,11462,Ann Kirkpatrick,DEM,49.86,0.585279962,0.547,-0.038279962,Arizona
53596,2018,Arizona,HOUSE ,Public Policy Polling,,A-,841,v,IVR,2,District 2,2/8/2018,2/10/2018,11/6/2018,269,Matthew G. Heinz,TRUE,DEM,,FALSE,FALSE,8/13/2018 15:51,general,180,Heinz,12379,Matthew G. Heinz,DEM,45,0.592105263,0.547,-0.045105263,Arizona
55904,2018,Arizona,HOUSE ,OH Predictive Insights,,B/C,370,lv,IVR,4,District 4,9/25/2018,9/25/2018,11/6/2018,42,,FALSE,,,FALSE,FALSE,9/27/2018 14:09,general,182,Brill,11466,David Brill,DEM,25,0.304878049,0.309,0.004,Arizona
56189,2018,Arizona,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,500,lv,Live Phone,6,District 6,10/11/2018,10/15/2018,11/6/2018,22,,FALSE,,,FALSE,FALSE,10/12/2018 22:48,general,184,Malik,13195,Anita Malik,DEM,35.96,0.418480158,0.448,0.029519842,Arizona
56189,2018,Arizona,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,500,rv,Live Phone,6,District 6,10/11/2018,10/15/2018,11/6/2018,22,,FALSE,,,FALSE,FALSE,10/12/2018 22:48,general,184,Malik,13195,Anita Malik,DEM,35.46,0.441649022,0.448,0.006350978,Arizona
55929,2018,Arizona,HOUSE ,Lake Research Partners,,A/B,400,lv,IVR,8,District 8,9/24/2018,9/26/2018,11/6/2018,41,Hiral Tipirneni,TRUE,DEM,,FALSE,FALSE,9/28/2018 20:22,general,186,Tipirneni,11473,Hiral Tipirneni,DEM,44,0.47826087,0.445,-0.03326087,Arizona
53660,2018,Arizona,HOUSE ,Lake Research Partners,,A/B,400,lv,Live Phone,8,District 8,8/7/2018,8/13/2018,11/6/2018,85,Hiral Tipirneni,TRUE,DEM,,FALSE,FALSE,8/20/2018 13:55,general,186,Tipirneni,11473,Hiral Tipirneni,DEM,40,0.449438202,0.445,-0.004438202,Arizona
56404,2018,California,HOUSE ,Clarity Campaign Labs,,B/C,840,lv,IVR,4,District 4,10/15/2018,10/16/2018,11/6/2018,21,Jessica Morse,TRUE,DEM,,FALSE,FALSE,10/23/2018 23:13,general,191,Morse,11533,Jessica Morse,DEM,45,0.478723404,0.459,-0.019723404,California
53447,2018,California,HOUSE ,Public Opinion Strategies,,A-,400,lv,,7,District 7,6/12/2018,6/14/2018,11/6/2018,145,Andrew Grant,TRUE,REP,,FALSE,FALSE,7/30/2018 21:58,general,194,Bera,11370,Ami Bera,DEM,50,0.549450549,0.55,0.000549451,California
56405,2018,California,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,501,lv,Live Phone,10,District 10,10/21/2018,10/25/2018,11/6/2018,12,,FALSE,,,FALSE,FALSE,10/23/2018 23:22,general,197,Harder,11390,Josh Harder,DEM,47.28,0.512798265,0.523,0.010201735,California
56405,2018,California,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,501,rv,Live Phone,10,District 10,10/21/2018,10/25/2018,11/6/2018,12,,FALSE,,,FALSE,FALSE,10/23/2018 23:22,general,197,Harder,11390,Josh Harder,DEM,48.34,0.552141633,0.523,-0.029141633,California
56030,2018,California,HOUSE ,"University of California, Berkeley",LA Times,B/C,726,lv,Online,10,District 10,9/16/2018,9/23/2018,11/6/2018,44,,FALSE,,,FALSE,FALSE,10/4/2018 11:45,general,197,Harder,11390,Josh Harder,DEM,50,0.526315789,0.523,-0.003315789,California
53529,2018,California,HOUSE ,Garin-Hart-Yang Research Group,DCCC,B-,501,lv,,10,District 10,6/27/2018,7/1/2018,11/6/2018,128,,TRUE,DEM,,FALSE,FALSE,8/7/2018 3:29,general,197,Harder,11390,Josh Harder,DEM,48,0.5,0.523,0.023,California
54142,2018,California,HOUSE ,SurveyUSA,KFSN-TV Fresno,A,515,lv,IVR/Online,16,District 16,9/14/2018,9/19/2018,11/6/2018,48,,FALSE,,,FALSE,FALSE,9/21/2018 9:18,general,203,Costa,11489,Jim Costa,DEM,51,0.56043956,0.575,0.01456044,California
55870,2018,California,HOUSE ,SurveyUSA,KFSN-TV Fresno,A,555,lv,,21,District 21,9/20/2018,9/24/2018,11/6/2018,43,,FALSE,,,FALSE,FALSE,9/26/2018 0:22,general,208,Cox,11501,TJ Cox,DEM,39,0.438202247,0.504,0.065797753,California
56448,2018,California,HOUSE ,Change Research,Fight Back CA PAC,B-,840,lv,Online,22,District 22,10/19/2018,10/21/2018,11/6/2018,16,,FALSE,DEM,,FALSE,FALSE,10/24/2018 22:37,general,209,Janz,11250,Andrew Janz,DEM,46,0.474226804,0.473,-0.001226804,California
55915,2018,California,HOUSE ,SurveyUSA,KFSN-TV Fresno,A,582,lv,,22,District 22,9/20/2018,9/25/2018,11/6/2018,42,,FALSE,,,FALSE,FALSE,9/27/2018 21:48,general,209,Janz,11250,Andrew Janz,DEM,41,0.427083333,0.473,0.045916667,California
56030,2018,California,HOUSE ,"University of California, Berkeley",LA Times,B/C,912,lv,Online,22,District 22,9/16/2018,9/23/2018,11/6/2018,44,,FALSE,,,FALSE,FALSE,10/4/2018 11:43,general,209,Janz,11250,Andrew Janz,DEM,45,0.459183673,0.473,0.013816327,California
54066,2018,California,HOUSE ,Strategies 360,,B/C,402,lv,Live Phone,22,District 22,9/10/2018,9/13/2018,11/6/2018,54,Andrew Janz,TRUE,DEM,,FALSE,FALSE,9/17/2018 17:01,general,209,Janz,11250,Andrew Janz,DEM,44,0.468085106,0.473,0.004914894,California
56449,2018,California,HOUSE ,Change Research,Fight Back CA PAC,B-,651,lv,Online,22,District 22,9/4/2018,9/6/2018,11/6/2018,61,,FALSE,DEM,,FALSE,FALSE,10/24/2018 22:37,general,209,Janz,11250,Andrew Janz,DEM,40,0.43956044,0.473,0.03343956,California
53612,2018,California,HOUSE ,Tulchin Research,,B/C,400,lv,,22,District 22,7/22/2018,7/25/2018,11/6/2018,104,Andrew Janz,TRUE,DEM,,FALSE,FALSE,8/14/2018 13:19,general,209,Janz,11250,Andrew Janz,DEM,43,0.472527473,0.473,0.000472527,California
54067,2018,California,HOUSE ,Strategies 360,,B/C,500,lv,Live Phone,22,District 22,7/12/2018,7/17/2018,11/6/2018,112,Andrew Janz,TRUE,DEM,,FALSE,FALSE,9/17/2018 17:01,general,209,Janz,11250,Andrew Janz,DEM,41,0.436170213,0.473,0.036829787,California
52743,2018,California,HOUSE ,Public Policy Polling,End Citizens United,A-,632,lv,,22,District 22,6/22/2018,6/24/2018,11/6/2018,135,,FALSE,DEM,,FALSE,FALSE,6/29/2018 13:05,general,209,Janz,11250,Andrew Janz,DEM,41,0.455555556,0.473,0.017444444,California
53423,2018,California,HOUSE ,Olive Tree Strategies,,,404,lv,Live Phone,24,District 24,7/12/2018,7/15/2018,11/6/2018,114,Justin Donald Fareed,TRUE,REP,,FALSE,FALSE,7/25/2018 18:04,general,211,Carbajal,11366,Salud Carbajal,DEM,47,0.505376344,0.585,0.079623656,California
56492,2018,California,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,504,lv,Live Phone,25,District 25,10/25/2018,10/28/2018,11/6/2018,9,,FALSE,,,FALSE,FALSE,10/27/2018 0:41,general,212,Hill,11159,Katie Hill,DEM,43.98,0.476077073,0.544,0.067922927,California
56492,2018,California,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,504,rv,Live Phone,25,District 25,10/25/2018,10/28/2018,11/6/2018,9,,FALSE,,,FALSE,FALSE,10/27/2018 0:41,general,212,Hill,11159,Katie Hill,DEM,41.08,0.471533517,0.544,0.072466483,California
56030,2018,California,HOUSE ,"University of California, Berkeley",LA Times,B/C,650,lv,Online,25,District 25,9/16/2018,9/23/2018,11/6/2018,44,,FALSE,,,FALSE,FALSE,10/4/2018 11:43,general,212,Hill,11159,Katie Hill,DEM,50,0.520833333,0.544,0.023166667,California
54061,2018,California,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,500,lv,Live Phone,25,District 25,9/17/2018,9/19/2018,11/6/2018,48,,FALSE,,,FALSE,FALSE,9/17/2018 13:07,general,212,Hill,11159,Katie Hill,DEM,45.26,0.488399698,0.544,0.055600302,California
54061,2018,California,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,500,rv,Live Phone,25,District 25,9/17/2018,9/19/2018,11/6/2018,48,,FALSE,,,FALSE,FALSE,9/17/2018 13:07,general,212,Hill,11159,Katie Hill,DEM,44.84,0.510183184,0.544,0.033816816,California
53615,2018,California,HOUSE ,IMGE Insights,,B/C,400,rv,,25,District 25,7/9/2018,7/12/2018,11/6/2018,117,,FALSE,,,FALSE,FALSE,8/14/2018 14:02,general,212,Hill,11159,Katie Hill,DEM,47,0.5,0.544,0.044,California
52816,2018,California,HOUSE ,Global Strategy Group,League of Conservation Voters | EDF Action,B/C,400,lv,,25,District 25,6/11/2018,6/21/2018,11/6/2018,138,,FALSE,DEM,,FALSE,FALSE,7/10/2018 16:21,general,212,Hill,11159,Katie Hill,DEM,40,0.470588235,0.544,0.073411765,California
52755,2018,California,HOUSE ,Public Policy Polling,Progressive Change Campaign Committee,A-,283,rv,,25,District 25,2/14/2018,2/15/2018,11/6/2018,264,,FALSE,DEM,,FALSE,FALSE,6/26/2018 20:00,general,212,Hill,11159,Katie Hill,DEM,50,0.555555556,0.544,-0.011555556,California
52674,2018,California,HOUSE ,FM3 Research,CA-BAM! PAC,C/D,650,lv,,25,District 25,1/24/2018,1/28/2018,11/6/2018,282,,FALSE,DEM,,FALSE,FALSE,6/26/2018 12:13,general,212,Hill,11159,Katie Hill,DEM,53,0.569892473,0.544,-0.025892473,California
52747,2018,California,HOUSE ,Strategies 360,,B/C,401,rv,Live Phone,25,District 25,6/22/2017,6/25/2017,11/6/2018,499,Katie Hill,TRUE,DEM,,FALSE,FALSE,6/26/2018 20:00,general,212,Hill,11159,Katie Hill,DEM,42,0.461538462,0.544,0.082461538,California
56329,2018,California,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,496,lv,Live Phone,39,District 39,10/18/2018,10/23/2018,11/6/2018,14,,FALSE,,,FALSE,FALSE,10/20/2018 14:33,general,226,Cisneros,11254,Gilbert Cisneros,DEM,46.97,0.505488592,0.516,0.010511408,California
56329,2018,California,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,496,rv,Live Phone,39,District 39,10/18/2018,10/23/2018,11/6/2018,14,,FALSE,,,FALSE,FALSE,10/20/2018 14:33,general,226,Cisneros,11254,Gilbert Cisneros,DEM,49.97,0.558074604,0.516,-0.042074604,California
56080,2018,California,HOUSE ,Tulchin Research,,B/C,400,lv,Live Phone/Online,39,District 39,9/28/2018,10/2/2018,11/6/2018,35,Gilbert Cisneros,TRUE,DEM,,FALSE,FALSE,10/8/2018 9:06,general,226,Cisneros,11254,Gilbert Cisneros,DEM,48,0.505263158,0.516,0.010736842,California
56030,2018,California,HOUSE ,"University of California, Berkeley",LA Times,B/C,552,lv,Online,39,District 39,9/16/2018,9/23/2018,11/6/2018,44,,FALSE,,,FALSE,FALSE,10/4/2018 11:43,general,226,Cisneros,11254,Gilbert Cisneros,DEM,49,0.505154639,0.516,0.010845361,California
54071,2018,California,HOUSE ,Monmouth University,,A,402,v,Live Phone,39,District 39,9/13/2018,9/16/2018,11/6/2018,51,,FALSE,,,FALSE,FALSE,9/18/2018 10:02,general,226,Cisneros,11254,Gilbert Cisneros,DEM,42,0.477272727,0.516,0.038727273,California
54071,2018,California,HOUSE ,Monmouth University,,A,300,lv,Live Phone,39,District 39,9/13/2018,9/16/2018,11/6/2018,51,,FALSE,,,FALSE,FALSE,9/18/2018 10:02,general,226,Cisneros,11254,Gilbert Cisneros,DEM,41,0.445652174,0.516,0.070347826,California
54071,2018,California,HOUSE ,Monmouth University,,A,300,lv,Live Phone,39,District 39,9/13/2018,9/16/2018,11/6/2018,51,,FALSE,,,FALSE,FALSE,9/18/2018 21:22,general,226,Cisneros,11254,Gilbert Cisneros,DEM,43,0.467391304,0.516,0.048608696,California
53577,2018,California,HOUSE ,Tulchin Research,,B/C,600,lv,Live Phone,39,District 39,8/1/2018,8/6/2018,11/6/2018,92,Gilbert Cisneros,TRUE,DEM,,FALSE,FALSE,8/10/2018 0:33,general,226,Cisneros,11254,Gilbert Cisneros,DEM,53,0.557894737,0.516,-0.041894737,California
53620,2018,California,HOUSE ,DCCC Targeting and Analytics Department,DCCC,B/C,536,lv,,39,District 39,6/10/2018,6/10/2018,11/6/2018,149,,TRUE,DEM,,FALSE,FALSE,8/14/2018 14:17,general,226,Cisneros,11254,Gilbert Cisneros,DEM,43,0.488636364,0.516,0.027363636,California
52753,2018,California,HOUSE ,Remington Research Group,,B,761,lv,,39,District 39,1/10/2018,1/11/2018,11/6/2018,299,,FALSE,,,FALSE,FALSE,6/26/2018 20:00,general,226,Cisneros,11254,Gilbert Cisneros,DEM,38,0.481012658,0.516,0.034987342,California
56536,2018,California,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,499,lv,Live Phone,45,District 45,10/26/2018,11/1/2018,11/6/2018,5,,FALSE,,,FALSE,FALSE,10/30/2018 0:28,general,232,Porter,11220,Katie Porter,DEM,47.76,0.506791171,0.521,0.014208829,California
56536,2018,California,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,499,rv,Live Phone,45,District 45,10/26/2018,11/1/2018,11/6/2018,5,,FALSE,,,FALSE,FALSE,10/30/2018 0:28,general,232,Porter,11220,Katie Porter,DEM,49.26,0.544008835,0.521,-0.023008835,California
56305,2018,California,HOUSE ,Public Opinion Strategies,NRCC,A-,400,lv,Live Phone,45,District 45,10/14/2018,10/17/2018,11/6/2018,20,Mimi Walters,TRUE,REP,,FALSE,FALSE,10/18/2018 14:19,general,232,Porter,11220,Katie Porter,DEM,46,0.479166667,0.521,0.041833333,California
56428,2018,California,HOUSE ,TargetPoint,REP (partisan),B/C,365,lv,,45,District 45,10/14/2018,10/16/2018,11/6/2018,21,,FALSE,REP,,FALSE,FALSE,10/24/2018 10:48,general,232,Porter,11220,Katie Porter,DEM,42,0.456521739,0.521,0.064478261,California
54175,2018,California,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,518,lv,Live Phone,45,District 45,9/21/2018,9/25/2018,11/6/2018,42,,FALSE,,,FALSE,FALSE,9/22/2018 17:50,general,232,Porter,11220,Katie Porter,DEM,48.28,0.526844173,0.521,-0.005844173,California
54175,2018,California,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,518,rv,Live Phone,45,District 45,9/21/2018,9/25/2018,11/6/2018,42,,FALSE,,,FALSE,FALSE,9/22/2018 17:50,general,232,Porter,11220,Katie Porter,DEM,46.35,0.536148062,0.521,-0.015148062,California
55945,2018,California,HOUSE ,GBAO,End Citizens United,B/C,400,lv,Live Phone,45,District 45,9/20/2018,9/23/2018,11/6/2018,44,,FALSE,DEM,,FALSE,FALSE,10/1/2018 8:53,general,232,Porter,11220,Katie Porter,DEM,48,0.505263158,0.521,0.015736842,California
56030,2018,California,HOUSE ,"University of California, Berkeley",LA Times,B/C,519,lv,Online,45,District 45,9/16/2018,9/23/2018,11/6/2018,44,,FALSE,,,FALSE,FALSE,10/4/2018 11:43,general,232,Porter,11220,Katie Porter,DEM,52,0.536082474,0.521,-0.015082474,California
54168,2018,California,HOUSE ,Global Strategy Group,,B/C,500,lv,Live Phone,45,District 45,9/14/2018,9/18/2018,11/6/2018,49,Katie Porter,TRUE,DEM,,FALSE,FALSE,9/21/2018 20:39,general,232,Porter,11220,Katie Porter,DEM,46,0.516853933,0.521,0.004146067,California
53872,2018,California,HOUSE ,Tulchin Research,DCCC,B/C,500,lv,Live Phone/Online,45,District 45,8/10/2018,8/14/2018,11/6/2018,84,,TRUE,DEM,,FALSE,FALSE,9/6/2018 11:41,general,232,Porter,11220,Katie Porter,DEM,49,0.515789474,0.521,0.005210526,California
53635,2018,California,HOUSE ,Global Strategy Group,,B/C,500,lv,Live Phone,45,District 45,7/26/2018,7/31/2018,11/6/2018,98,Katie Porter,TRUE,DEM,,FALSE,FALSE,8/15/2018 20:20,general,232,Porter,11220,Katie Porter,DEM,44,0.494382022,0.521,0.026617978,California
52714,2018,California,HOUSE ,Public Policy Polling,End Citizens United,A-,599,lv,,45,District 45,5/10/2018,5/12/2018,11/6/2018,178,,FALSE,DEM,,FALSE,FALSE,6/27/2018 16:18,general,232,Porter,11220,Katie Porter,DEM,46,0.516853933,0.521,0.004146067,California
52756,2018,California,HOUSE ,Public Policy Polling,Progressive Change Campaign Committee,A-,648,rv,,45,District 45,2/20/2018,2/21/2018,11/6/2018,258,,FALSE,DEM,,FALSE,FALSE,6/26/2018 20:00,general,232,Porter,11220,Katie Porter,DEM,46,0.511111111,0.521,0.009888889,California
56667,2018,California,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,491,lv,Live Phone,48,District 48,10/29/2018,11/4/2018,11/6/2018,2,,FALSE,,,FALSE,FALSE,11/2/2018 8:41,general,235,Rouda,11163,Harley Rouda,DEM,46.45,0.50948777,0.536,0.02651223,California
56667,2018,California,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,491,rv,Live Phone,48,District 48,10/29/2018,11/4/2018,11/6/2018,2,,FALSE,,,FALSE,FALSE,11/2/2018 8:41,general,235,Rouda,11163,Harley Rouda,DEM,45.12,0.521980565,0.536,0.014019435,California
56665,2018,California,HOUSE ,TP Research,,C/D,440,lv,IVR,48,District 48,10/30/2018,10/31/2018,11/6/2018,6,,FALSE,,,FALSE,FALSE,11/2/2018 8:41,general,235,Rouda,11163,Harley Rouda,DEM,41.6,0.450704225,0.536,0.085295775,California
56374,2018,California,HOUSE ,Monmouth University,,A,372,lv,Live Phone,48,District 48,10/17/2018,10/21/2018,11/6/2018,16,,FALSE,,,FALSE,FALSE,10/23/2018 7:57,general,235,Rouda,11163,Harley Rouda,DEM,48,0.489795918,0.536,0.046204082,California
56374,2018,California,HOUSE ,Monmouth University,,A,372,lv,Live Phone,48,District 48,10/17/2018,10/21/2018,11/6/2018,16,,FALSE,,,FALSE,FALSE,10/23/2018 7:57,general,235,Rouda,11163,Harley Rouda,DEM,50,0.510204082,0.536,0.025795918,California
56374,2018,California,HOUSE ,Monmouth University,,A,372,lv,Live Phone,48,District 48,10/17/2018,10/21/2018,11/6/2018,16,,FALSE,,,FALSE,FALSE,10/23/2018 7:57,general,235,Rouda,11163,Harley Rouda,DEM,46,0.469387755,0.536,0.066612245,California
56664,2018,California,HOUSE ,TP Research,,C/D,440,lv,IVR,48,District 48,10/18/2018,10/19/2018,11/6/2018,18,,FALSE,,,FALSE,FALSE,11/2/2018 8:40,general,235,Rouda,11163,Harley Rouda,DEM,41.4,0.456953642,0.536,0.079046358,California
56030,2018,California,HOUSE ,"University of California, Berkeley",LA Times,B/C,623,lv,Online,48,District 48,9/16/2018,9/23/2018,11/6/2018,44,,FALSE,,,FALSE,FALSE,10/4/2018 11:43,general,235,Rouda,11163,Harley Rouda,DEM,48,0.5,0.536,0.036,California
53880,2018,California,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,501,lv,Live Phone,48,District 48,9/4/2018,9/6/2018,11/6/2018,61,,FALSE,,,FALSE,FALSE,9/6/2018 21:08,general,235,Rouda,11163,Harley Rouda,DEM,45,0.5,0.536,0.036,California
53880,2018,California,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,501,rv,Live Phone,48,District 48,9/4/2018,9/6/2018,11/6/2018,61,,FALSE,,,FALSE,FALSE,9/11/2018 14:24,general,235,Rouda,11163,Harley Rouda,DEM,46.1,0.539181287,0.536,-0.003181287,California
52841,2018,California,HOUSE ,Monmouth University,,A,402,v,Live Phone,48,District 48,7/11/2018,7/15/2018,11/6/2018,114,,FALSE,,,FALSE,FALSE,7/17/2018 9:33,general,235,Rouda,11163,Harley Rouda,DEM,46,0.516853933,0.536,0.019146067,California
52841,2018,California,HOUSE ,Monmouth University,,A,361,lv,Live Phone,48,District 48,7/11/2018,7/15/2018,11/6/2018,114,,FALSE,,,FALSE,FALSE,7/17/2018 9:33,general,235,Rouda,11163,Harley Rouda,DEM,47,0.513661202,0.536,0.022338798,California
52841,2018,California,HOUSE ,Monmouth University,,A,361,lv,Live Phone,48,District 48,7/11/2018,7/15/2018,11/6/2018,114,,FALSE,,,FALSE,FALSE,7/17/2018 9:33,general,235,Rouda,11163,Harley Rouda,DEM,48,0.52173913,0.536,0.01426087,California
52675,2018,California,HOUSE ,Tulchin Research,,B/C,401,lv,,48,District 48,9/30/2017,10/5/2017,11/6/2018,397,Harley Rouda,TRUE,DEM,,FALSE,FALSE,6/26/2018 12:24,general,235,Rouda,11163,Harley Rouda,DEM,44,0.47826087,0.536,0.05773913,California
56666,2018,California,HOUSE ,SurveyUSA,KGTV-TV (California) | San Diego Union-Tribune,A,500,lv,IVR/Online,49,District 49,10/29/2018,11/1/2018,11/6/2018,5,,FALSE,,,FALSE,FALSE,11/2/2018 8:41,general,236,Levin,11258,Mike Levin,DEM,51,0.536842105,0.564,0.027157895,California
56370,2018,California,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,500,lv,Live Phone,49,District 49,10/19/2018,10/24/2018,11/6/2018,13,,FALSE,,,FALSE,FALSE,10/22/2018 22:53,general,236,Levin,11258,Mike Levin,DEM,53.37,0.579982612,0.564,-0.015982612,California
