poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,party,answer,candidate_id,candidate_name,pct
72635,165,Frederick Polls LLC,"1511,1512",COMPETE_ | AMM Political Strategies,Frederick Polls,108,Frederick Polls,B/C,Text,North Carolina,10/30/20,10/31/20,,"",,136305,676,lv,,lv,,11/2/20 09:53,"",https://competeeverywhere.com/2020/11/fresh-polling-shows-biden-poised-for-victory/,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,LIB,DiFiore,14555,Steven Joseph DiFiore,2.0
72635,165,Frederick Polls LLC,"1511,1512",COMPETE_ | AMM Political Strategies,Frederick Polls,108,Frederick Polls,B/C,Text,North Carolina,10/30/20,10/31/20,,"",,136305,676,lv,,lv,,11/2/20 09:53,"",https://competeeverywhere.com/2020/11/fresh-polling-shows-biden-poised-for-victory/,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,CON,Pisano,14556,Al Pisano,0.0
72515,1102,Emerson College Polling Society,"","",Emerson College,88,Emerson College,A-,IVR/Online/Text,North Carolina,10/29/20,10/31/20,,"",,136198,855,lv,,lv,,11/1/20 19:05,"",https://emersonpolling.reportablenews.com/pr/super-poll-sunday-democrats-within-striking-distance-in-key-southern-states,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,DEM,Cooper,13404,Roy A. Cooper,54.7
72515,1102,Emerson College Polling Society,"","",Emerson College,88,Emerson College,A-,IVR/Online/Text,North Carolina,10/29/20,10/31/20,,"",,136198,855,lv,,lv,,11/1/20 19:05,"",https://emersonpolling.reportablenews.com/pr/super-poll-sunday-democrats-within-striking-distance-in-key-southern-states,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,REP,Forest,13406,Dan Forest,44.8
72504,1602,El Nuevo Día/The Research Office,"","",El Nuevo Día/The Research Office,599,El Nuevo Día/The Research Office,B/C,Face-to-face,Puerto Rico,10/27/20,10/30/20,,"",,136062,1000,rv,,rv,,11/1/20 14:36,"",https://www.elnuevodia.com/noticias/politica/notas/carlos-delgado-altieri-considera-que-resultados-de-la-encuesta-reflejan-que-esta-a-punto-de-ganar/,538,false,,8731,2020,Governor,0,,11/3/20,general,false,false,NPP,Pierluisi,15912,Pedro R. Pierluisi,35.0
72504,1602,El Nuevo Día/The Research Office,"","",El Nuevo Día/The Research Office,599,El Nuevo Día/The Research Office,B/C,Face-to-face,Puerto Rico,10/27/20,10/30/20,,"",,136062,1000,rv,,rv,,11/1/20 14:36,"",https://www.elnuevodia.com/noticias/politica/notas/carlos-delgado-altieri-considera-que-resultados-de-la-encuesta-reflejan-que-esta-a-punto-de-ganar/,538,false,,8731,2020,Governor,0,,11/3/20,general,false,false,PPD,Delgado Altieri,15917,Carlos Delgado Altieri,34.0
72504,1602,El Nuevo Día/The Research Office,"","",El Nuevo Día/The Research Office,599,El Nuevo Día/The Research Office,B/C,Face-to-face,Puerto Rico,10/27/20,10/30/20,,"",,136062,1000,rv,,rv,,11/1/20 14:36,"",https://www.elnuevodia.com/noticias/politica/notas/carlos-delgado-altieri-considera-que-resultados-de-la-encuesta-reflejan-que-esta-a-punto-de-ganar/,538,false,,8731,2020,Governor,0,,11/3/20,general,false,false,IND,Lúgaro,15915,Alexandra Lúgaro,11.0
72504,1602,El Nuevo Día/The Research Office,"","",El Nuevo Día/The Research Office,599,El Nuevo Día/The Research Office,B/C,Face-to-face,Puerto Rico,10/27/20,10/30/20,,"",,136062,1000,rv,,rv,,11/1/20 14:36,"",https://www.elnuevodia.com/noticias/politica/notas/carlos-delgado-altieri-considera-que-resultados-de-la-encuesta-reflejan-que-esta-a-punto-de-ganar/,538,false,,8731,2020,Governor,0,,11/3/20,general,false,false,PRI,Dalmau Ramírez,15914,Juan Dalmau Ramírez,10.0
72504,1602,El Nuevo Día/The Research Office,"","",El Nuevo Día/The Research Office,599,El Nuevo Día/The Research Office,B/C,Face-to-face,Puerto Rico,10/27/20,10/30/20,,"",,136062,1000,rv,,rv,,11/1/20 14:36,"",https://www.elnuevodia.com/noticias/politica/notas/carlos-delgado-altieri-considera-que-resultados-de-la-encuesta-reflejan-que-esta-a-punto-de-ganar/,538,false,,8731,2020,Governor,0,,11/3/20,general,false,false,IND,Molina,16088,Eliezer Molina,1.0
72504,1602,El Nuevo Día/The Research Office,"","",El Nuevo Día/The Research Office,599,El Nuevo Día/The Research Office,B/C,Face-to-face,Puerto Rico,10/27/20,10/30/20,,"",,136062,1000,rv,,rv,,11/1/20 14:36,"",https://www.elnuevodia.com/noticias/politica/notas/carlos-delgado-altieri-considera-que-resultados-de-la-encuesta-reflejan-que-esta-a-punto-de-ganar/,538,false,,8731,2020,Governor,0,,11/3/20,general,false,false,OTH,Vázquez,16087,César Vázquez,5.0
72418,1361,SSRS,143,CNN,SSRS,297,SSRS,C,Live Phone,North Carolina,10/23/20,10/30/20,,"",,135891,901,lv,,lv,,10/31/20 18:47,"",http://cdn.cnn.com/cnn/2020/images/10/31/rel2_nc.pdf,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,DEM,Cooper,13404,Roy A. Cooper,52.0
72418,1361,SSRS,143,CNN,SSRS,297,SSRS,C,Live Phone,North Carolina,10/23/20,10/30/20,,"",,135891,901,lv,,lv,,10/31/20 18:47,"",http://cdn.cnn.com/cnn/2020/images/10/31/rel2_nc.pdf,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,REP,Forest,13406,Dan Forest,42.0
72418,1361,SSRS,143,CNN,SSRS,297,SSRS,C,Live Phone,North Carolina,10/23/20,10/30/20,,"",,135891,901,lv,,lv,,10/31/20 18:47,"",http://cdn.cnn.com/cnn/2020/images/10/31/rel2_nc.pdf,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,LIB,DiFiore,14555,Steven Joseph DiFiore,3.0
72418,1361,SSRS,143,CNN,SSRS,297,SSRS,C,Live Phone,North Carolina,10/23/20,10/30/20,,"",,135891,901,lv,,lv,,10/31/20 18:47,"",http://cdn.cnn.com/cnn/2020/images/10/31/rel2_nc.pdf,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,CON,Pisano,14556,Al Pisano,1.0
72418,1361,SSRS,143,CNN,SSRS,297,SSRS,C,Live Phone,North Carolina,10/23/20,10/30/20,,"",,136001,932,rv,,rv,,10/31/20 21:26,"",http://cdn.cnn.com/cnn/2020/images/10/31/rel2_nc.pdf,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,DEM,Cooper,13404,Roy A. Cooper,51.0
72418,1361,SSRS,143,CNN,SSRS,297,SSRS,C,Live Phone,North Carolina,10/23/20,10/30/20,,"",,136001,932,rv,,rv,,10/31/20 21:26,"",http://cdn.cnn.com/cnn/2020/images/10/31/rel2_nc.pdf,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,REP,Forest,13406,Dan Forest,41.0
72418,1361,SSRS,143,CNN,SSRS,297,SSRS,C,Live Phone,North Carolina,10/23/20,10/30/20,,"",,136001,932,rv,,rv,,10/31/20 21:26,"",http://cdn.cnn.com/cnn/2020/images/10/31/rel2_nc.pdf,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,LIB,DiFiore,14555,Steven Joseph DiFiore,3.0
72418,1361,SSRS,143,CNN,SSRS,297,SSRS,C,Live Phone,North Carolina,10/23/20,10/30/20,,"",,136001,932,rv,,rv,,10/31/20 21:26,"",http://cdn.cnn.com/cnn/2020/images/10/31/rel2_nc.pdf,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,CON,Pisano,14556,Al Pisano,2.0
72620,1603,Jorge Benítez,"","",Jorge Benítez,600,Jorge Benítez,B/C,Live Phone,Puerto Rico,10/23/20,10/30/20,,"",,136280,1010,lv,,lv,,11/2/20 08:22,"",https://www.telemundopr.com/noticias/puerto-rico/https-www-telemundopr-com-noticias-puerto-rico-voto-2020-la-encuesta-final-elecciones-2020-puerto-rico-2143435-2/2143435/,538,false,,8731,2020,Governor,0,,11/3/20,general,false,false,NPP,Pierluisi,15912,Pedro R. Pierluisi,32.0
72620,1603,Jorge Benítez,"","",Jorge Benítez,600,Jorge Benítez,B/C,Live Phone,Puerto Rico,10/23/20,10/30/20,,"",,136280,1010,lv,,lv,,11/2/20 08:22,"",https://www.telemundopr.com/noticias/puerto-rico/https-www-telemundopr-com-noticias-puerto-rico-voto-2020-la-encuesta-final-elecciones-2020-puerto-rico-2143435-2/2143435/,538,false,,8731,2020,Governor,0,,11/3/20,general,false,false,PPD,Delgado Altieri,15917,Carlos Delgado Altieri,35.0
72620,1603,Jorge Benítez,"","",Jorge Benítez,600,Jorge Benítez,B/C,Live Phone,Puerto Rico,10/23/20,10/30/20,,"",,136280,1010,lv,,lv,,11/2/20 08:22,"",https://www.telemundopr.com/noticias/puerto-rico/https-www-telemundopr-com-noticias-puerto-rico-voto-2020-la-encuesta-final-elecciones-2020-puerto-rico-2143435-2/2143435/,538,false,,8731,2020,Governor,0,,11/3/20,general,false,false,IND,Lúgaro,15915,Alexandra Lúgaro,11.0
72620,1603,Jorge Benítez,"","",Jorge Benítez,600,Jorge Benítez,B/C,Live Phone,Puerto Rico,10/23/20,10/30/20,,"",,136280,1010,lv,,lv,,11/2/20 08:22,"",https://www.telemundopr.com/noticias/puerto-rico/https-www-telemundopr-com-noticias-puerto-rico-voto-2020-la-encuesta-final-elecciones-2020-puerto-rico-2143435-2/2143435/,538,false,,8731,2020,Governor,0,,11/3/20,general,false,false,PRI,Dalmau Ramírez,15914,Juan Dalmau Ramírez,15.0
72620,1603,Jorge Benítez,"","",Jorge Benítez,600,Jorge Benítez,B/C,Live Phone,Puerto Rico,10/23/20,10/30/20,,"",,136280,1010,lv,,lv,,11/2/20 08:22,"",https://www.telemundopr.com/noticias/puerto-rico/https-www-telemundopr-com-noticias-puerto-rico-voto-2020-la-encuesta-final-elecciones-2020-puerto-rico-2143435-2/2143435/,538,false,,8731,2020,Governor,0,,11/3/20,general,false,false,OTH,Vázquez,16087,César Vázquez,3.0
72620,1603,Jorge Benítez,"","",Jorge Benítez,600,Jorge Benítez,B/C,Live Phone,Puerto Rico,10/23/20,10/30/20,,"",,136280,1010,lv,,lv,,11/2/20 08:22,"",https://www.telemundopr.com/noticias/puerto-rico/https-www-telemundopr-com-noticias-puerto-rico-voto-2020-la-encuesta-final-elecciones-2020-puerto-rico-2143435-2/2143435/,538,false,,8731,2020,Governor,0,,11/3/20,general,false,false,IND,Molina,16088,Eliezer Molina,1.0
72404,1056,Remington,421,Missouri Scout,Remington Research Group,279,Remington Research Group,B,IVR,Missouri,10/28/20,10/29/20,,"",,135858,1010,lv,,lv,,10/31/20 09:20,"",https://moscout.com/s/MOSCOUT-Statewide-General-Election-103020.pptx,538,false,,7820,2020,Governor,0,,11/3/20,general,false,false,DEM,Galloway,13483,Nicole Galloway,44.0
72404,1056,Remington,421,Missouri Scout,Remington Research Group,279,Remington Research Group,B,IVR,Missouri,10/28/20,10/29/20,,"",,135858,1010,lv,,lv,,10/31/20 09:20,"",https://moscout.com/s/MOSCOUT-Statewide-General-Election-103020.pptx,538,false,,7820,2020,Governor,0,,11/3/20,general,false,false,REP,Parson,13484,Mike Parson,50.0
72404,1056,Remington,421,Missouri Scout,Remington Research Group,279,Remington Research Group,B,IVR,Missouri,10/28/20,10/29/20,,"",,135858,1010,lv,,lv,,10/31/20 09:20,"",https://moscout.com/s/MOSCOUT-Statewide-General-Election-103020.pptx,538,false,,7820,2020,Governor,0,,11/3/20,general,false,false,LIB,Combs,16008,Rik Combs,2.0
72404,1056,Remington,421,Missouri Scout,Remington Research Group,279,Remington Research Group,B,IVR,Missouri,10/28/20,10/29/20,,"",,135858,1010,lv,,lv,,10/31/20 09:20,"",https://moscout.com/s/MOSCOUT-Statewide-General-Election-103020.pptx,538,false,,7820,2020,Governor,0,,11/3/20,general,false,false,GRE,Bauer,16009,Jerome Bauer,1.0
72321,1593,Cardinal Point Analytics (CardinalGPS),1506,North State Journal,Cardinal Point Analytics,591,Cardinal Point Analytics (CardinalGPS),B/C,IVR/Live Phone,North Carolina,10/27/20,10/28/20,,"",,135683,750,lv,,lv,,10/30/20 09:20,"",https://nsjonline.com/wp-content/uploads/2020/10/NSJ-CPA-2020-10-29-POLL_Results.pdf,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,DEM,Cooper,13404,Roy A. Cooper,46.84
72321,1593,Cardinal Point Analytics (CardinalGPS),1506,North State Journal,Cardinal Point Analytics,591,Cardinal Point Analytics (CardinalGPS),B/C,IVR/Live Phone,North Carolina,10/27/20,10/28/20,,"",,135683,750,lv,,lv,,10/30/20 09:20,"",https://nsjonline.com/wp-content/uploads/2020/10/NSJ-CPA-2020-10-29-POLL_Results.pdf,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,REP,Forest,13406,Dan Forest,45.49
72321,1593,Cardinal Point Analytics (CardinalGPS),1506,North State Journal,Cardinal Point Analytics,591,Cardinal Point Analytics (CardinalGPS),B/C,IVR/Live Phone,North Carolina,10/27/20,10/28/20,,"",,135683,750,lv,,lv,,10/30/20 09:20,"",https://nsjonline.com/wp-content/uploads/2020/10/NSJ-CPA-2020-10-29-POLL_Results.pdf,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,LIB,DiFiore,14555,Steven Joseph DiFiore,0.94
72321,1593,Cardinal Point Analytics (CardinalGPS),1506,North State Journal,Cardinal Point Analytics,591,Cardinal Point Analytics (CardinalGPS),B/C,IVR/Live Phone,North Carolina,10/27/20,10/28/20,,"",,135683,750,lv,,lv,,10/30/20 09:20,"",https://nsjonline.com/wp-content/uploads/2020/10/NSJ-CPA-2020-10-29-POLL_Results.pdf,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,CON,Pisano,14556,Al Pisano,2.96
72332,1516,East Carolina University,"","",East Carolina University,523,East Carolina University,B/C,IVR/Online,North Carolina,10/27/20,10/28/20,,"",,135710,1103,lv,,lv,,10/30/20 14:47,"",https://surveyresearch-ecu.reportablenews.com/pr/ecu-poll-biden-and-cunningham-hold-slim-leads-in-north-carolina-cooper-remains-ahead-as-election-day-nears,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,DEM,Cooper,13404,Roy A. Cooper,54.31
72332,1516,East Carolina University,"","",East Carolina University,523,East Carolina University,B/C,IVR/Online,North Carolina,10/27/20,10/28/20,,"",,135710,1103,lv,,lv,,10/30/20 14:47,"",https://surveyresearch-ecu.reportablenews.com/pr/ecu-poll-biden-and-cunningham-hold-slim-leads-in-north-carolina-cooper-remains-ahead-as-election-day-nears,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,REP,Forest,13406,Dan Forest,43.34
72226,23,American Research Group,"","",American Research Group,9,American Research Group,C+,Live Phone,New Hampshire,10/26/20,10/28/20,,"",,135494,600,lv,,lv,,10/29/20 14:19,"",https://americanresearchgroup.com/nhpoll/nhgov20/,538,false,,7822,2020,Governor,0,,11/3/20,general,false,false,DEM,Feltes,13502,Dan Feltes,46.0
72226,23,American Research Group,"","",American Research Group,9,American Research Group,C+,Live Phone,New Hampshire,10/26/20,10/28/20,,"",,135494,600,lv,,lv,,10/29/20 14:19,"",https://americanresearchgroup.com/nhpoll/nhgov20/,538,false,,7822,2020,Governor,0,,11/3/20,general,false,false,REP,Sununu,13503,Chris Sununu,51.0
72226,23,American Research Group,"","",American Research Group,9,American Research Group,C+,Live Phone,New Hampshire,10/26/20,10/28/20,,"",,135494,600,lv,,lv,,10/29/20 14:19,"",https://americanresearchgroup.com/nhpoll/nhgov20/,538,false,,7822,2020,Governor,0,,11/3/20,general,false,false,LIB,Perry,16020,Darryl W. Perry,1.0
72331,1205,Marist,132,NBC News,Marist College,183,Marist College,A,Live Phone,North Carolina,10/25/20,10/28/20,,"",,135703,1049,rv,,rv,,10/30/20 13:06,"",https://www.documentcloud.org/documents/7279122-Xyz-NBCNews-Marist-Poll-NC-Annotated.html,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,DEM,Cooper,13404,Roy A. Cooper,59.0
72331,1205,Marist,132,NBC News,Marist College,183,Marist College,A,Live Phone,North Carolina,10/25/20,10/28/20,,"",,135703,1049,rv,,rv,,10/30/20 13:06,"",https://www.documentcloud.org/documents/7279122-Xyz-NBCNews-Marist-Poll-NC-Annotated.html,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,REP,Forest,13406,Dan Forest,40.0
72331,1205,Marist,132,NBC News,Marist College,183,Marist College,A,Live Phone,North Carolina,10/25/20,10/28/20,,"",,135704,800,lv,,lv,,10/30/20 13:07,"",https://www.documentcloud.org/documents/7279122-Xyz-NBCNews-Marist-Poll-NC-Annotated.html,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,DEM,Cooper,13404,Roy A. Cooper,59.0
72331,1205,Marist,132,NBC News,Marist College,183,Marist College,A,Live Phone,North Carolina,10/25/20,10/28/20,,"",,135704,800,lv,,lv,,10/30/20 13:07,"",https://www.documentcloud.org/documents/7279122-Xyz-NBCNews-Marist-Poll-NC-Annotated.html,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,REP,Forest,13406,Dan Forest,40.0
72230,525,U. New Hampshire,"","",University of New Hampshire,357,University of New Hampshire,B-,Online,New Hampshire,10/24/20,10/28/20,,"",,135503,864,lv,,lv,,10/29/20 16:13,"",https://scholars.unh.edu/cgi/viewcontent.cgi?article=1624&context=survey_center_polls,538,false,,7822,2020,Governor,0,,11/3/20,general,false,false,DEM,Feltes,13502,Dan Feltes,36.0
72230,525,U. New Hampshire,"","",University of New Hampshire,357,University of New Hampshire,B-,Online,New Hampshire,10/24/20,10/28/20,,"",,135503,864,lv,,lv,,10/29/20 16:13,"",https://scholars.unh.edu/cgi/viewcontent.cgi?article=1624&context=survey_center_polls,538,false,,7822,2020,Governor,0,,11/3/20,general,false,false,REP,Sununu,13503,Chris Sununu,60.0
72230,525,U. New Hampshire,"","",University of New Hampshire,357,University of New Hampshire,B-,Online,New Hampshire,10/24/20,10/28/20,,"",,135503,864,lv,,lv,,10/29/20 16:13,"",https://scholars.unh.edu/cgi/viewcontent.cgi?article=1624&context=survey_center_polls,538,false,,7822,2020,Governor,0,,11/3/20,general,false,false,LIB,Perry,16020,Darryl W. Perry,2.0
72153,801,Gravis Marketing,"","",Gravis Marketing,124,Gravis Marketing/Kaplan Strategies,B,IVR/Online,North Carolina,10/26/20,10/27/20,,"",,135303,614,lv,,lv,,10/28/20 13:33,"",https://www.scribd.com/document/481968988/North-Carolina-October-28-2020-v3,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,DEM,Cooper,13404,Roy A. Cooper,51.0
72153,801,Gravis Marketing,"","",Gravis Marketing,124,Gravis Marketing/Kaplan Strategies,B,IVR/Online,North Carolina,10/26/20,10/27/20,,"",,135303,614,lv,,lv,,10/28/20 13:33,"",https://www.scribd.com/document/481968988/North-Carolina-October-28-2020-v3,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,REP,Forest,13406,Dan Forest,43.0
72397,1231,Meeting Street Insights,1299,Carolina Partnership for Reform,Meeting Street Insights,204,Meeting Street Insights,B/C,Live Phone,North Carolina,10/24/20,10/27/20,,"",,135838,600,lv,,lv,,10/30/20 21:30,"",https://cprnc.org/2020/10/30/democrats-lead-court-contests-council-of-state-races-close/,538,false,REP,7824,2020,Governor,0,,11/3/20,general,false,false,DEM,Cooper,13404,Roy A. Cooper,51.0
72397,1231,Meeting Street Insights,1299,Carolina Partnership for Reform,Meeting Street Insights,204,Meeting Street Insights,B/C,Live Phone,North Carolina,10/24/20,10/27/20,,"",,135838,600,lv,,lv,,10/30/20 21:30,"",https://cprnc.org/2020/10/30/democrats-lead-court-contests-council-of-state-races-close/,538,false,REP,7824,2020,Governor,0,,11/3/20,general,false,false,REP,Forest,13406,Dan Forest,43.0
72215,1424,Siena College/NYT Upshot,"","",Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,North Carolina,10/23/20,10/27/20,,"",,135477,1034,lv,,lv,,10/29/20 13:06,"",https://int.nyt.com/data/documenttools/nc102320-crosstabs/226c0cc3df5049e0/full.pdf,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,DEM,Cooper,13404,Roy A. Cooper,51.0
72215,1424,Siena College/NYT Upshot,"","",Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,North Carolina,10/23/20,10/27/20,,"",,135477,1034,lv,,lv,,10/29/20 13:06,"",https://int.nyt.com/data/documenttools/nc102320-crosstabs/226c0cc3df5049e0/full.pdf,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,REP,Forest,13406,Dan Forest,42.0
72215,1424,Siena College/NYT Upshot,"","",Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,North Carolina,10/23/20,10/27/20,,"",,135477,1034,lv,,lv,,10/29/20 13:06,"",https://int.nyt.com/data/documenttools/nc102320-crosstabs/226c0cc3df5049e0/full.pdf,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,CON,Pisano,14556,Al Pisano,1.0
72215,1424,Siena College/NYT Upshot,"","",Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,North Carolina,10/23/20,10/27/20,,"",,135477,1034,lv,,lv,,10/29/20 13:06,"",https://int.nyt.com/data/documenttools/nc102320-crosstabs/226c0cc3df5049e0/full.pdf,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,LIB,DiFiore,14555,Steven Joseph DiFiore,1.0
72054,1554,RMG Research,1475,PoliticalIQ,RMG Research,555,RMG Research,B-,IVR/Online/Text,North Carolina,10/24/20,10/26/20,,"",,135116,800,lv,,lv,,10/27/20 20:36,"",http://politicaliq.com/2020/10/27/nc-governor-cooper-d-53-forest-r-41/,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,DEM,Cooper,13404,Roy A. Cooper,53.0
72054,1554,RMG Research,1475,PoliticalIQ,RMG Research,555,RMG Research,B-,IVR/Online/Text,North Carolina,10/24/20,10/26/20,,"",,135116,800,lv,,lv,,10/27/20 20:36,"",http://politicaliq.com/2020/10/27/nc-governor-cooper-d-53-forest-r-41/,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,REP,Forest,13406,Dan Forest,41.0
72061,460,SurveyUSA,241,WRAL News,SurveyUSA,325,SurveyUSA,A,Online,North Carolina,10/23/20,10/26/20,,"",,135517,637,lv,,lv,,10/29/20 19:17,"",https://wwwcache.wral.com/asset/news/state/nccapitol/2020/10/29/19360710/PollPrint-DMID1-5oon3xggr.pdf,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,DEM,Cooper,13404,Roy A. Cooper,53.0
72061,460,SurveyUSA,241,WRAL News,SurveyUSA,325,SurveyUSA,A,Online,North Carolina,10/23/20,10/26/20,,"",,135517,637,lv,,lv,,10/29/20 19:17,"",https://wwwcache.wral.com/asset/news/state/nccapitol/2020/10/29/19360710/PollPrint-DMID1-5oon3xggr.pdf,538,false,,7824,2020,Governor,0,,11/3/20,general,false,false,REP,Forest,13406,Dan Forest,42.0
